亞通,	6179
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,29.32,248.18,162.50,10.28,2.31,158.00,46.69,67.67,35.92,5.58,91.45,36.27,21.69
2001,21.90,294.62,234.09,5.32,1.54,237.01,23.18,29.99,33.07,4.07,52.12,13.61,14.46
2002,20.02,342.80,272.90,4.04,2.19,166.66,13.71,17.15,18.82,2.23,64.77,8.64,n/a
2003,18.27,338.18,274.74,5.11,3.52,103.69,24.84,30.58,27.61,4.34,139.75,25.27,16.09
2004,19.70,221.45,152.01,5.51,4.28,85.28,6.71,8.22,7.47,1.08,31.70,0.00,12.95
2005,30.56,136.57,102.03,4.95,4.05,90.12,9.62,12.87,11.84,1.68,46.44,13.45,13.65
2006,18.81,250.64,188.97,5.71,3.43,106.41,3.39,4.44,5.03,0.62,86.21,10.10,12.85
2008,18.10,274.90,156.58,3.88,1.50,243.33,-14.76,-19.28,-32.09,-2.15,-75.01,-19.06,9.82
2009,19.80,282.14,179.59,3.85,1.35,270.37,-10.83,-13.42,-22.59,-1.24,-18.65,-4.01,8.59
2010,20.42,263.42,151.21,4.68,1.50,243.33,-6.86,-8.69,-11.81,-0.86,5.70,1.25,9.32
2011,21.69,385.55,279.03,5.01,1.62,225.30,-6.61,-8.50,-10.73,-0.75,-7.42,-1.74,8.34
2012,16.50,487.03,282.32,3.87,1.27,287.40,-20.92,-26.10,-39.36,-1.92,-106.24,-15.88,6.38
2013,6.99,913.30,856.51,3.52,1.32,276.51,-62.11,-72.28,-124.22,-5.27,0.00,0.00,4.74
2014,42.89,344.43,340.74,5.20,8.63,42.29,8.02,12.53,7.17,1.15,0.00,0.00,10.99
2015,34.96,493.66,279.51,6.72,3.99,91.47,15.23,24.18,10.78,3.00,0.00,0.00,13.79
2016,53.74,171.80,92.43,7.42,4.12,88.59,13.06,23.57,7.05,3.34,2.40,20.54,14.51
2017,36.34,265.19,151.26,8.64,2.60,140.38,7.06,11.85,5.70,2.13,68.31,49.98,19.12
2018,49.69,196.13,76.10,8.11,1.39,262.58,3.37,5.93,4.21,1.12,0.00,8.36,18.25
