中航,	2612
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,24.00,96.00,95.00,8.00,NA,NA,-16.00,-20.00,-35.00,-2.41,20.00,NA,10.45
2002,17.00,123.00,123.00,8.20,NA,NA,7.00,9.00,16.00,1.00,24.00,2.00,11.44
2003,18.00,143.00,143.00,7.66,NA,NA,10.00,12.00,24.00,1.39,27.00,3.00,12.61
2004,37.00,75.00,74.00,8.46,NA,NA,7.00,10.00,18.00,1.21,7.00,NA,12.31
2005,35.00,197.00,197.00,8.79,NA,NA,12.89,19.00,37.00,2.55,117.00,8.58,14.51
2006,37.01,39.16,39.16,8.47,NA,NA,24.94,38.38,92.94,6.02,27.57,4.46,18.16
2007,43.26,45.57,44.63,9.10,NA,NA,27.46,45.11,127.44,9.01,38.67,0.44,23.45
2008,38.02,57.63,57.17,10.87,NA,NA,35.11,57.45,221.82,16.56,26.11,NA,34.21
2009,32.82,70.06,9.57,8.52,NA,NA,20.74,31.18,202.41,11.20,106.11,NA,37.62
2010,28.69,151.99,149.49,8.96,NA,NA,14.79,20.52,123.11,7.53,259.00,0.17,35.80
2011,28.15,142.24,140.82,10.31,NA,NA,8.01,10.34,60.32,3.91,29.41,-4.27,39.85
2012,39.41,164.31,162.77,8.70,NA,NA,4.53,5.73,40.33,2.23,-2.47,-3.67,38.05
2013,54.16,184.52,182.94,12.00,NA,NA,2.59,4.00,11.90,1.55,25.40,2.43,39.47
2014,49.83,229.64,227.69,11.48,NA,NA,2.27,3.19,9.53,1.30,48.07,3.09,41.83
2015,47.73,208.37,206.53,12.03,NA,NA,2.08,3.04,9.90,1.30,52.62,3.93,43.44
2016,51.92,122.84,120.96,12.12,NA,NA,0.89,0.45,1.46,0.21,23.62,3.84,52.27
2017,53.05,182.83,179.52,11.69,NA,NA,1.30,0.99,3.05,0.50,41.84,2.93,47.73
2018,50.12,175.62,173.10,13.36,NA,NA,3.48,5.24,13.45,2.60,54.73,4.69,51.58
