瑞智,	4532
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,16.29,366.13,168.05,9.74,3.73,97.85,12.29,15.91,13.08,1.90,58.03,5.64,12.45
2001,26.45,179.44,97.94,6.86,3.98,91.70,10.68,13.29,10.85,1.57,10.96,2.43,12.66
2002,44.91,247.54,178.11,4.13,4.85,75.25,6.61,9.63,7.48,1.14,53.46,7.64,12.23
2003,43.57,316.29,213.42,3.10,5.26,69.39,5.89,9.47,7.65,1.15,34.05,2.55,12.23
2004,27.85,199.85,145.14,3.61,5.63,64.83,14.51,21.43,20.67,2.93,59.68,9.60,14.48
2005,26.26,198.86,134.15,3.05,4.95,73.73,11.22,15.02,22.50,2.32,18.70,0.26,16.52
2006,22.79,169.65,128.31,2.52,4.28,85.28,3.85,4.72,10.81,0.64,64.88,6.76,13.67
2007,13.04,203.45,111.82,2.97,4.42,82.57,6.63,7.91,19.74,1.08,113.19,8.25,14.23
2008,11.66,238.49,164.22,3.23,3.73,97.85,-3.13,-3.71,-11.57,-0.49,61.73,3.58,13.20
2009,12.59,237.14,193.40,4.24,8.12,44.95,-4.28,-4.93,-11.51,-0.64,82.38,8.00,12.50
2010,15.76,188.60,148.95,6.99,20.99,17.38,7.91,9.21,9.29,1.20,2.14,0.26,13.21
2011,22.12,120.69,101.50,6.00,22.30,16.36,11.67,14.47,14.62,2.03,28.94,2.47,15.31
2012,21.19,103.07,80.18,6.04,24.93,14.64,11.53,14.68,15.57,2.21,27.97,-1.61,15.28
2013,54.66,151.18,117.85,4.32,8.03,45.45,6.16,12.58,6.42,2.02,23.09,8.91,16.04
2014,51.80,156.70,127.31,3.67,7.34,49.72,6.29,12.57,6.69,2.30,-0.62,-4.18,17.20
2015,53.48,149.87,121.15,2.86,6.41,56.94,4.65,9.08,5.88,1.86,22.03,6.25,16.56
2016,56.13,142.33,113.02,3.05,7.03,51.92,6.81,14.35,7.89,2.80,12.04,2.83,16.38
2017,60.92,137.86,109.00,2.51,7.13,51.19,4.88,11.02,5.25,2.10,4.09,-3.37,16.03
