海悅,	2348
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,66.40,65.00,52.20,1.69,7.30,50.00,-1.30,-12.30,-5.10,-0.91,0.00,0.00,6.96
2001,79.58,32.25,19.12,1.91,7.58,48.15,-21.35,-84.59,-33.97,-4.11,8.28,17.15,2.75
2002,72.60,29.20,17.20,1.30,8.20,44.51,4.40,8.60,2.10,0.80,0.00,0.00,9.45
2003,78.40,34.00,17.10,0.45,4.70,77.65,-10.00,-49.90,-29.50,-4.01,NA,NA,6.61
2004,86.12,45.10,34.10,0.80,8.00,45.62,10.50,70.30,20.60,-3.45,NA,NA,3.20
2005,80.20,32.60,25.10,1.00,12.00,30.41,-0.30,-16.00,-5.00,-0.48,40.00,47.00,2.84
2006,41.90,36.69,31.92,3.66,NA,NA,-1.57,-7.71,-5.79,-0.99,11.06,3.98,13.87
2007,46.10,39.10,37.20,4.00,NA,NA,3.80,4.80,4.30,0.57,23.00,11.00,10.02
2008,76.20,34.10,32.10,2.00,*****,*****,-5.40,-15.50,-14.40,-0.93,-10.00,-19.00,2.01
2009,82.70,19.80,19.80,0.82,*****,*****,-16.40,-86.20,-50.80,-1.30,-11.00,-29.00,1.02
2010,95.30,19.90,19.80,1.10,*****,*****,-27.10,-240.60,-43.20,-4.11,*****,*****,0.45
2011,80.68,37.76,37.76,0.72,*****,*****,4.87,30.44,4.33,0.17,-3.96,-7.19,0.46
2012,73.94,367.22,367.22,0.41,*****,*****,-438.06,-2118.26,-513.81,-52.32,-422.42,-45.25,1.00
2013,57.01,200.23,112.10,2.41,1.20,304.16,39.62,92.48,38.76,4.18,-49.74,-0.49,8.03
2014,56.33,499.01,234.21,5.07,1.37,266.42,17.74,39.57,19.03,4.13,-13.13,-0.02,12.16
2015,45.88,431.77,229.57,3.64,0.68,536.76,4.79,8.28,9.85,1.06,91.44,20.45,12.72
2016,35.65,291.35,149.36,2.89,0.41,890.24,0.84,0.91,2.27,0.12,39.14,14.62,12.84
2017,26.01,540.61,329.37,4.11,0.72,506.94,10.85,15.49,24.00,2.13,107.11,19.08,14.98
2018,39.85,213.39,156.15,4.21,0.84,434.52,21.99,33.18,40.73,5.39,-5.00,-24.11,16.66
