大億金茂,	8107
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2003,54.44,139.06,111.00,4.79,7.42,49.19,-2.35,-6.06,-2.00,-0.60,NA,NA,9.75
2004,57.87,147.86,121.68,4.32,13.43,27.17,8.92,19.70,4.59,2.13,NA,NA,11.85
2005,62.78,147.09,115.60,3.90,12.49,29.22,6.73,16.40,2.95,2.16,NA,NA,13.39
2006,71.40,110.79,96.96,3.38,12.45,29.31,-2.11,-7.93,-1.37,-0.92,NA,NA,10.71
2007,48.01,179.22,163.70,2.48,13.68,26.68,4.32,8.43,2.92,1.18,NA,NA,17.28
2008,49.91,119.94,116.56,2.79,21.74,16.78,6.32,11.08,5.59,2.03,43.24,26.86,19.21
2009,60.85,94.49,92.91,2.23,43.92,8.31,-4.61,-11.38,-5.90,-1.90,-2.57,-4.23,15.47
2010,61.01,88.65,86.49,3.29,89.90,4.06,2.92,6.34,1.78,1.00,16.56,18.13,16.13
2011,58.60,89.10,88.19,2.53,70.54,5.17,0.02,-0.94,-0.43,-0.15,-13.98,-14.31,16.15
2012,71.53,85.61,83.80,2.48,79.61,4.58,-1.95,-6.89,-2.24,-1.06,7.96,13.64,14.84
2013,68.74,79.65,74.96,2.06,18.19,20.06,-21.61,-72.91,-24.40,-8.50,13.86,7.54,6.98
2014,40.71,222.20,111.46,0.86,4.70,77.65,4.48,9.35,20.65,1.12,51.35,16.79,13.42
2015,42.67,246.24,130.57,3.41,19.62,18.60,3.93,5.99,11.32,0.69,6.13,1.93,14.58
2016,48.51,346.30,326.72,4.53,12.69,28.76,0.48,-0.20,-0.31,-0.21,75.34,5.81,12.93
2017,25.88,189.56,169.27,5.37,9.71,37.59,31.82,50.26,74.02,8.83,28.39,6.70,24.02
