台船,	2208
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,70.67,207.79,80.21,70.16,3.02,120.86,6.43,21.49,6.32,2.76,54.67,15.43,14.25
2008,70.29,159.75,17.95,84.83,2.38,153.36,2.60,8.53,2.37,1.27,0.00,0.00,15.51
2009,62.06,179.94,9.71,93.08,9.67,37.74,7.50,21.93,7.89,3.66,13.48,2.75,18.02
2010,53.51,185.33,14.06,75.01,9.86,37.01,5.72,13.53,6.51,2.36,30.78,6.58,18.12
2012,47.47,169.26,47.88,70.06,10.89,33.51,2.61,5.01,2.29,0.95,48.80,12.02,18.93
2013,47.98,161.21,6.49,65.00,9.69,37.66,1.72,3.20,1.76,0.59,NA,-1.83,18.31
2014,53.84,129.57,6.29,90.42,10.03,36.39,1.70,3.31,1.78,0.61,NA,-1.20,18.44
2015,41.59,169.51,18.69,64.20,8.46,43.14,1.84,3.42,2.20,0.63,74.92,14.84,18.58
2016,55.80,118.51,7.99,29.23,4.69,77.82,-4.79,-9.86,-8.17,-1.73,NA,-1.26,16.38
2017,71.37,126.38,22.73,15.13,6.22,58.68,-23.26,-63.23,-35.86,-7.90,NA,0.00,8.52
