必應,	6625
日期,當月營收,上月營收,去年同月營收,MOM(%),YOY(%),當月累計營收,去年累計營收,累計YOY(%),Notes
2017/02,30857,46103,33902,-33.06,-8.98,76960,93768,-17.92,-
2017/03,147756,30857,28905,378.84,411.17,224716,122673,83.18,主要係因本期參與製作之演製活動等較去年同期增加所致
2017/04,125206,147756,21930,-15.26,470.93,349923,144603,141.98,主要係因本月參與製作之演製活動等較去年本月增加所致
2017/05,83871,125206,34621,-33.01,142.25,433794,179224,142.04,主要係因本期參與製作之演製活動等較去年同期增加所致
2017/06,26879,83871,53282,-67.95,-49.55,460672,232506,98.13,主要係因本期參與製作之演製活動等較去年同期減少所致
2017/07,98761,26879,93899,267.42,5.17,559434,326405,71.39,主要係因本期參與製作之演製活動等較去年同期增加所致
2017/08,98617,98761,92209,-0.14,6.94,658051,418614,57.19,主要係因本期參與製作之演製活動等較去年同期增加所致
2017/09,111333,98617,46141,12.89,141.28,769384,464754,65.54,主要係因本期參與製作之演製活動等較去年同期增加所致
2017/10,53121,111333,72152,-52.28,-26.37,822505,536906,53.19,主要係因本期參與製作之演製活動等較去年同期減少所致
2017/11,68298,53121,92682,28.57,-26.30,890803,629588,41.48,主要係因本期參與製作之演製活動等較去年同期減少所致
2017/12,214931,68298,160977,214.69,33.51,1105733,790565,39.86,-
2018/01,95342,214931,46103,-55.64,106.80,95342,46103,106.80,主要係因本期參與製作之演製活動等較去年同期增加所致
2018/02,31820,95342,30857,-66.62,3.12,127161,76960,65.22,主要係因本期參與製作之演製活動等較去年同期增加所致
2018/03,56881,31820,147756,78.75,-61.50,184043,224716,-18.09,主要係因本期參與製作之演製活動等較去年同期減少所致
2018/04,138112,56881,125206,142.80,10.30,322154,349923,-7.93,-
2018/05,58492,138112,83871,-57.64,-30.25,380647,433794,-12.25,-
2018/06,67730,58492,26879,15.79,151.98,448376,460672,-2.66,主要係因本期參與製作之演製活動等較去年同期增加所致
2018/07,255255,67730,98761,276.87,158.45,703631,559434,25.77,主要係因本期參與製作之演製活動等較去年同期增加所致
2018/08,161989,255255,98617,-36.53,64.26,865620,658051,31.54,主要係因本期參與製作之演製活動等較去年同期增加所致
2018/09,78453,161989,111333,-51.56,-29.53,944073,769384,22.70,-
