日馳,	1526
日期,當月營收,上月營收,去年同月營收,MOM(%),YOY(%),當月累計營收,去年累計營收,累計YOY(%),Notes
2015/01,67221,87892,53847,-23.51,24.83,67221,53847,24.83,-
2015/02,50236,67221,55398,-25.26,-9.31,117457,109245,7.51,-
2015/03,81864,50236,63356,62.95,29.21,199321,172601,15.48,-
2015/04,79891,81864,66678,-2.41,19.81,279212,239279,16.68,-
2015/05,78900,79891,58043,-1.24,35.93,358112,297322,20.44,-
2015/06,97958,78900,68181,24.15,43.67,456070,365503,24.77,-
2015/07,92977,97958,69223,-5.08,34.31,549047,434726,26.29,-
2015/08,75717,92977,60477,-18.56,25.19,624764,495203,26.16,-
2015/09,64568,75717,56750,-14.72,13.77,689332,551953,24.88,-
2015/10,67124,64568,55985,3.95,19.89,756456,607938,24.42,-
2015/11,61420,67124,60170,-8.49,2.07,817876,668108,22.41,-
2015/12,85059,61420,87892,38.48,-3.22,902935,756000,19.43,-
2016/01,67262,85059,67221,-20.92,0.06,67262,67221,0.06,-
2016/02,45537,67262,50236,-32.29,-9.35,112799,117457,-3.96,-
2016/03,81985,45537,81864,80.04,0.14,194784,199321,-2.27,-
2016/04,86139,81985,79891,5.06,7.82,280923,279212,0.61,-
2016/05,83160,86139,78900,-3.45,5.39,364083,358112,1.66,-
2016/06,95030,83160,97958,14.27,-2.98,459113,456070,0.66,-
2016/07,86460,95030,92977,-9.01,-7.00,545573,549047,-0.63,-
2016/08,82791,86460,75717,-4.24,9.34,628364,624764,0.57,-
2016/09,68997,82791,64568,-16.66,6.85,697361,689332,1.16,-
2016/10,72654,68997,67124,5.30,8.23,770015,756456,1.79,-
2016/11,86837,72654,61420,19.52,41.38,856852,817876,4.76,-
2016/12,97969,86837,85059,12.81,15.17,954821,902935,5.74,-
2017/01,52478,97969,67262,-46.43,-21.97,52478,67262,-21.97,-
2017/02,68943,52478,45537,31.37,51.39,121421,112799,7.64,係為去年本月適逢農曆春節，工作日較短所致。
2017/03,112066,68943,81985,62.54,36.69,233487,194784,19.86,-
2017/04,104546,112066,86139,-6.71,21.36,338033,280923,20.32,-
2017/05,104786,104546,83160,0.22,26.00,442819,364083,21.62,-
2017/06,115745,104786,95030,10.45,21.79,558564,459113,21.66,-
2017/07,120651,115745,86460,4.23,39.54,679215,545573,24.49,-
2017/08,137872,120651,82791,14.27,66.53,817087,628364,30.03,本月因新機種量產銷售，故營收增加
2017/09,132940,137872,68997,-3.57,92.67,950027,697361,36.23,因市場需求增加，致本月營收優於去年同期。
2017/10,115800,132940,72654,-12.89,59.38,1065827,770015,38.41,因市場需求增加，致本月營收優於去年同期。
2017/11,125658,115800,86837,8.51,44.70,1191485,856852,39.05,-
2017/12,148226,125658,97969,17.95,51.29,1339711,954821,40.31,因市場需求增加，致本月營收優於去年同期。
2018/01,100382,148226,52478,-32.27,91.28,100382,52478,91.28,去年同期適逢農曆春節，工作日較短所致。
2018/02,82781,100382,68943,-17.53,20.07,183163,121421,50.84,因市場需求增加，致本月營收優於去年同期。
2018/03,108111,82781,112066,30.59,-3.52,291274,233487,24.74,-
2018/04,103607,108111,104546,-4.16,-0.89,394881,338033,16.81,-
2018/05,104504,103607,104786,0.86,-0.26,499385,442819,12.77,-
2018/06,102055,104504,115745,-2.34,-11.82,601440,558564,7.67,-
2018/07,106084,102055,120651,3.94,-12.07,707524,679215,4.16,-
2018/08,106393,106084,137872,0.29,-22.83,813917,817087,-0.38,-
2018/09,94290,106393,132940,-11.37,-29.07,908207,950027,-4.40,-
