商丞,	8277
日期,當月營收,上月營收,去年同月營收,MOM(%),YOY(%),當月累計營收,去年累計營收,累計YOY(%),Notes
2015/01,44376,98419,104447,-54.91,-57.51,44376,104447,-57.51,-
2015/02,30527,44376,144120,-31.20,-78.81,74903,248567,-69.86,-
2015/03,45814,30527,106292,50.07,-56.89,120717,354859,-65.98,-
2015/04,35089,45814,211587,-23.40,-83.41,155806,566446,-72.49,-
2015/05,32110,35089,129683,-8.48,-75.23,187916,696129,-73.00,-
2015/06,76051,32110,178367,136.84,-57.36,263967,874496,-69.81,"IC價格下滑,交易清淡"
2015/07,60761,76051,131494,-20.10,-53.79,324728,1005990,-67.72,IC價格持續下跌市況不佳
2015/08,53592,60761,87422,-11.79,-38.69,378320,1093412,-65.40,"IC價格持續下跌,市況不佳"
2015/09,36587,53592,90742,-31.73,-59.68,414907,1184154,-64.96,"IC價格持續下跌,市況不佳"
2015/10,61716,36587,82570,68.68,-25.25,476623,1266724,-62.37,"IC價格持續下跌,市況不佳"
2015/11,46789,61716,64081,-24.18,-26.98,523412,1330805,-60.66,"IC價格持續下跌,市況不佳."
2015/12,58248,46789,98419,24.49,-40.81,581660,1429224,-59.30,IC價格持續下跌及市況不佳
2016/01,49230,58248,44376,-15.48,10.93,49230,44376,10.93,-
2016/02,37085,49230,30527,-24.66,21.48,86315,74903,15.23,-
2016/03,38095,37085,45814,2.72,-16.84,124410,120717,3.05,-
2016/04,33438,38095,35089,-12.22,-4.70,157848,155806,1.31,-
2016/05,32216,33438,32110,-3.65,0.33,190064,187916,1.14,-
2016/06,78111,32216,76051,142.46,2.70,268175,263967,1.59,-
2016/07,40190,78111,60761,-48.54,-33.85,308365,324728,-5.03,-
2016/08,51805,40190,53592,28.90,-3.33,360170,378320,-4.79,-
2016/09,68859,51805,36587,32.91,88.20,429029,414907,3.40,"IC價格上漲 , 客戶提前備貨."
2016/10,53082,68859,61716,-22.91,-13.98,482111,476623,1.15,-
2016/11,51087,53082,46789,-3.75,9.18,533198,523412,1.86,-
2016/12,72125,51087,58248,41.18,23.82,605323,581660,4.06,-
2017/01,29579,72125,49230,-58.98,-39.91,29579,49230,-39.91,-
2017/02,28488,29579,37085,-3.68,-23.18,58067,86315,-32.72,-
2017/03,42695,28488,38095,49.87,12.07,100762,124410,-19.00,-
2017/04,74346,42695,33438,74.13,122.33,175108,157848,10.93,IC需求增加
2017/05,49724,74346,32216,-33.11,54.34,224832,190064,18.29,IC需求增加
2017/06,59731,49724,78111,20.12,-23.53,284563,268175,6.11,-
2017/07,68336,59731,40190,14.40,70.03,352899,308365,14.44,IC需求增加
2017/08,58199,68336,51805,-14.83,12.34,411098,360170,14.13,-
2017/09,55530,58199,68859,-4.58,-19.35,466628,429029,8.76,-
2017/10,55578,55530,53082,0.08,4.70,522206,482111,8.31,-
2017/11,43574,55578,51087,-21.59,-14.70,565780,533198,6.11,-
2017/12,54416,43574,72125,24.88,-24.55,620196,605323,2.45,-
2018/01,41580,54416,29579,-23.58,40.57,41580,29579,40.57,-
2018/02,41033,41580,28488,-1.31,44.03,82613,58067,42.27,-
2018/03,66931,41033,42695,63.11,56.76,149544,100762,48.41,IC需求增加
2018/04,58374,66931,74346,-12.78,-21.48,207918,175108,18.73,-
2018/05,39437,58374,49724,-32.44,-20.68,247355,224832,10.01,-
2018/06,54533,39437,59731,38.27,-8.70,301888,284563,6.08,-
2018/07,55530,54533,68336,1.82,-18.73,357418,352899,1.28,-
