璟德,	3152
日期,當月營收,上月營收,去年同月營收,MOM(%),YOY(%),當月累計營收,去年累計營收,累計YOY(%),Notes
2015/01,122224,114150,95027,7.07,28.62,122224,95027,28.62,-
2015/02,104070,122224,95061,-14.85,9.47,226295,190088,19.04,-
2015/03,125710,104070,98524,20.79,27.59,352004,288612,21.96,-
2015/04,135638,125710,105189,7.89,28.94,487642,393802,23.82,-
2015/05,138313,135638,107170,1.97,29.05,625955,500971,24.94,-
2015/06,146313,138313,107523,5.78,36.07,772268,608494,26.91,-
2015/07,155488,146313,110269,6.27,41.00,927755,718763,29.07,-
2015/08,159683,155488,112165,2.69,42.36,1087438,830928,30.87,-
2015/09,166436,159683,113123,4.22,47.12,1253874,944051,32.81,-
2015/10,170947,166436,114575,2.71,49.20,1424822,1058627,34.59,-
2015/11,171003,170947,114773,0.03,48.99,1595824,1173400,36.00,-
2015/12,165398,171003,114150,-3.27,44.89,1761223,1287550,36.78,-
2016/01,165439,165398,122224,0.02,35.35,165439,122224,35.35,-
2016/02,125046,165439,104070,-24.41,20.15,290485,226295,28.36,-
2016/03,140146,125046,125710,12.07,11.48,430632,352004,22.33,-
2016/04,142007,140146,135638,1.32,4.69,572639,487642,17.43,-
2016/05,150128,142007,138313,5.71,8.54,722766,625955,15.46,-
2016/06,156213,150128,146313,4.05,6.76,878979,772268,13.81,-
2016/07,170195,156213,155488,8.95,9.45,1049174,927755,13.08,-
2016/08,172139,170195,159683,1.14,7.80,1221314,1087438,12.31,-
2016/09,172278,172139,166436,0.08,3.51,1393591,1253874,11.14,-
2016/10,172853,172278,170947,0.33,1.11,1566445,1424822,9.93,-
2016/11,173660,172853,171003,0.46,1.55,1740105,1595824,9.04,-
2016/12,169367,173660,165398,-2.47,2.39,1909472,1761223,8.41,-
2017/01,166011,169367,165439,-1.98,0.34,166011,165439,0.34,-
2017/02,158021,166011,125046,-4.81,26.37,324032,290485,11.54,-
2017/03,165070,158021,140146,4.46,17.78,489102,430632,13.57,-
2017/04,166077,165070,142007,0.61,16.94,655179,572639,14.41,-
2017/05,168010,166077,150128,1.16,11.91,823189,722766,13.89,-
2017/06,169058,168010,156213,0.62,8.22,992247,878979,12.88,-
2017/07,171008,169058,170195,1.15,0.47,1163256,1049174,10.87,-
2017/08,170079,171008,172139,-0.54,-1.19,1333335,1221314,9.17,-
2017/09,165012,170079,172278,-2.97,-4.21,1498346,1393591,7.51,-
2017/10,160133,165012,172853,-2.95,-7.35,1658479,1566445,5.87,-
2017/11,160006,160133,173660,-0.07,-7.86,1818485,1740105,4.50,-
2017/12,145005,160006,169367,-9.37,-14.38,1963490,1909472,2.82,-
2018/01,135004,145005,166011,-6.89,-18.67,135004,166011,-18.67,-
2018/02,110253,135004,158021,-18.33,-30.22,245257,324032,-24.31,-
2018/03,145014,110253,165070,31.52,-12.14,390271,489102,-20.20,-
2018/04,150029,145014,166077,3.45,-9.66,540300,655179,-17.53,-
2018/05,152002,150029,168010,1.31,-9.52,692302,823189,-15.89,-
2018/06,155007,152002,169058,1.97,-8.31,847309,992247,-14.60,-
2018/07,157102,155007,171008,1.35,-8.13,1004411,1163256,-13.65,-
2018/08,157304,157102,170079,0.12,-7.51,1161716,1333335,-12.87,-
2018/09,158015,157304,165012,0.45,-4.24,1319730,1498346,-11.92,-
2018/10,161015,158015,160133,1.89,0.55,1480745,1658479,-10.71,-
2018/11,163055,161015,160006,1.26,1.90,1643801,1818485,-9.60,-
2018/12,160508,163055,145005,-1.56,10.69,1804308,1963490,-8.10,-
