曜越,	3540
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,928377,625310,303067,254224,48908,5377,45102,0.67,609604
2013 Q2,807278,551097,256181,235315,20924,-12547,7891,0.29,627892
2013 Q3,696122,499536,196586,233669,-36922,5488,-40688,-0.71,627892
2013 Q4,3051879,2123118,928761,949748,-22651,7100,-30300,-0.35,627892
2014 Q1,846644,574506,272138,248992,23185,15911,34933,0.50,627892
2014 Q2,777773,528535,249238,222473,26869,-3183,23642,0.35,646729
2014 Q3,723247,498904,224343,219658,4927,-7003,-7521,-0.04,646729
2014 Q4,2929361,2029263,900098,865213,35432,3841,30629,0.55,646729
2015 Q1,643326,439375,203951,201676,2451,-21713,-19771,-0.29,646729
2015 Q2,588202,399649,188553,186744,1963,471,2232,0.05,666130
2015 Q3,690298,471231,219067,212045,7132,12307,11229,0.25,666130
2015 Q4,2634033,1793142,840891,832875,8522,-3183,21571,0.41,666130
2016 Q1,771608,500181,271427,243985,27270,4235,30660,0.45,666130
2016 Q2,708474,474340,234134,219778,14318,-3782,12561,0.22,666130
