擎亞,	8096
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2534142,2433439,100703,120432,-19729,31182,9338,0.12,1161550
2013 Q2,2579429,2487090,92339,119365,-27026,11208,-14526,-0.08,1219627
2013 Q3,2820503,2784910,35593,101683,-66090,-9031,-72884,-0.56,1222627
2013 Q4,11002668,10673061,329607,505868,-176261,264,-176667,-1.27,1222627
2014 Q1,2622515,2547007,75508,120881,-45373,18947,-29080,-0.19,1222627
2014 Q2,3569271,3413873,155398,127213,28185,-30304,-666,0.05,1222627
2014 Q3,3770508,3635954,134554,159501,-24947,20226,-4721,0.13,1222627
2014 Q4,14220472,13703873,516599,565077,-48478,67205,2688,0.38,1222627
2015 Q1,5809940,5648296,161644,140365,21279,-18885,2394,0.06,1222627
2015 Q2,8520432,8343984,176448,167678,8770,-8424,346,0.05,1222627
2015 Q3,13618206,13385615,232591,185183,47408,117442,137935,1.18,1222627
2015 Q4,41015211,40107233,907978,782254,125724,137983,194239,1.80,1222627
2016 Q1,6218263,6017427,200836,171901,28935,-23610,675,0.06,1222627
2016 Q2,6699827,6534187,165640,158747,6893,-6008,441,0.06,1396240
2016 Q3,8514001,8385471,128530,177332,-48802,-67275,-106610,-0.71,1396240
2016 Q4,30207019,29376310,830709,751496,79213,-75611,-12121,0.10,1396240
2017 Q1,7058790,6841448,217342,153316,64026,-54268,2988,0.06,1396240
2017 Q2,8022866,7761080,261786,160639,101147,-15072,62726,0.47,1396240
