南璋,	4712
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,526231,507201,19030,27482,-8449,-506151,-505498,-7.63,1785931
2013 Q2,370391,406785,-36394,26745,-73956,296605,202677,2.63,932653
2013 Q3,433410,436135,-2725,22374,-31845,-5311,-32145,-0.34,932653
2013 Q4,1677791,1730571,-52780,111994,-180167,-211678,-386985,-4.51,932653
2014 Q1,561245,550969,10276,27756,-21187,-3278,-21560,-0.23,932653
2014 Q2,395576,398307,-2731,23156,-13217,-1295,-12620,-0.18,932653
2014 Q3,459650,470844,-11194,24651,-60412,-32248,-114930,-1.15,962806
2014 Q4,1796348,1821800,-25452,93102,-137408,-53773,-208691,-2.22,962806
2015 Q1,425814,416781,9033,11996,-7950,31,-7902,-0.08,962806
2015 Q2,248436,271624,-23188,11481,-38465,26803,-11421,-0.12,962806
2015 Q3,195648,195804,-156,10690,-11128,4499,-7194,-0.07,962806
2015 Q4,1050570,1081751,-31181,46946,-87130,-32443,-119559,-1.24,962806
2016 Q1,136107,134137,1970,9148,-7764,-9877,-17578,-0.18,962806
2016 Q2,147035,147756,-721,10741,-9234,-16498,-25550,-0.27,962806
2016 Q3,131151,129909,1242,8877,-5919,-1105,-7024,-0.11,605244
2016 Q4,578957,576748,2209,37073,-36593,-33673,-70098,-1.16,605244
2017 Q1,58539,58077,462,7487,-7025,-750,-7708,-0.13,605244
2017 Q2,40828,42968,-2196,11329,-13525,-2626,-16157,-0.24,605244
2017 Q3,94807,93535,455,8642,-8187,159,-8012,-0.13,605244
