燦星旅,	2719
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,749167,611280,137887,115455,22432,3361,25793,0.71,362920
2013 Q2,682090,599459,82631,81512,1119,4000,5182,0.14,362920
2013 Q3,1038295,900554,137741,105596,32145,3443,35685,0.98,362920
2013 Q4,3081951,2630882,451069,404744,46325,15713,62116,1.71,362920
2014 Q1,759629,646484,113145,100488,12657,3720,16233,0.45,362920
2014 Q2,732801,635728,97073,103879,-6806,4172,-2467,-0.07,362920
2014 Q3,1012720,884521,128199,112734,15465,4106,19499,0.54,362920
2014 Q4,3114147,2684262,429885,418364,11521,17567,29084,0.80,362920
2015 Q1,817316,698280,119036,100569,18467,2408,20639,0.57,362920
2015 Q2,754975,648517,106458,105598,860,1157,2341,0.06,362920
2015 Q3,875389,775716,99673,111137,-11464,2687,-8748,-0.24,362920
2015 Q4,2996436,2607742,388694,409282,-20588,4987,-15419,-0.42,362920
2016 Q1,657135,566547,90588,96248,-5660,2027,-3849,-0.11,362920
2016 Q2,609833,525724,84109,99611,-15502,2086,-13160,-0.36,362920
