光隆,	8916
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1587564,1424782,162782,190007,-27225,-13180,-44390,-0.50,895800
2013 Q2,2287823,1990476,297347,173671,123676,11663,114820,1.28,895800
2013 Q3,3300172,2810793,489379,214074,275305,35789,245146,2.74,896670
2013 Q4,9093373,7864285,1229088,792928,436160,32935,361015,4.03,896670
2014 Q1,1815678,1615038,200640,197034,3606,-15435,-19270,-0.21,896670
2014 Q2,2782253,2328429,453824,214810,239014,-16348,180649,2.02,896670
2014 Q3,2690770,2231035,459735,239754,219981,25783,201269,2.06,1046670
2014 Q4,9008172,7640678,1367494,877774,489720,15502,381740,4.00,1046670
2015 Q1,1543985,1375422,168563,225799,-57236,27120,-24061,-0.23,1046670
2015 Q2,2432815,2064708,368107,231663,136444,5545,129070,1.24,1055910
2015 Q3,2944650,2412738,531912,236677,295235,2544,255169,2.41,1062935
2015 Q4,8920491,7516148,1404343,921129,483214,27240,430017,4.09,1064690
2016 Q1,1664208,1466566,197642,209664,-12022,9687,-13992,-0.13,1064690
2016 Q2,2262755,1899387,363368,215216,148152,1742,139002,1.31,1066825
2016 Q3,2705780,2222847,482933,231383,251550,5208,227128,2.11,1081475
2016 Q4,8598697,7213680,1385017,885557,499460,12437,445845,4.19,1083250
2017 Q1,1529283,1300751,228532,206961,21571,-733355,-714936,-6.59,1085995
2017 Q2,2194328,1899944,294384,203108,91276,111772,182605,1.65,1087413
