凌網,	5212
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,95627,48445,47182,77073,-29891,-396,-31000,-0.90,346330
2013 Q2,117586,54468,63118,72015,-8897,-115,-10984,-0.34,346330
2013 Q3,132772,71150,61622,67338,-5716,-992,-9581,-0.31,346330
2013 Q4,552875,294869,258006,290060,-32054,-3872,-36586,-1.09,346330
2014 Q1,106008,44927,61081,75186,-14105,-813,-14574,-0.42,346330
2014 Q2,123105,61850,61255,64872,-3617,-271,-4194,-0.13,346330
2014 Q3,152888,68104,84784,64611,20173,-54,19804,0.56,346330
2014 Q4,599034,288064,310970,282251,28719,-1501,21402,0.57,346330
2015 Q1,111435,51606,59829,75036,-15207,-525,-14704,-0.40,346330
2015 Q2,142879,68298,74581,62655,11926,-1902,10682,0.29,346330
2015 Q3,161834,78209,83625,64635,18990,-477,15846,0.45,346330
2015 Q4,658156,309639,348517,297583,50934,-13263,31192,0.89,346330
2016 Q1,124211,61945,62266,75680,-13414,-4769,-18684,-0.51,346330
2016 Q2,144375,75353,69022,60990,8032,-1658,5847,0.15,346330
2016 Q3,169471,77022,92449,64506,27943,-3131,19572,0.59,346330
2016 Q4,674195,331850,342345,302704,39641,-3668,29263,0.92,346330
2017 Q1,119139,59298,59841,79296,-19455,-5111,-23697,-0.70,346330
2017 Q2,156347,77124,79223,72957,6266,-1813,4897,0.18,346330
2017 Q3,190026,81925,108101,63484,44617,-1240,40812,1.09,346330
2017 Q4,700893,334878,366015,316177,49838,-9169,34513,0.94,346330
2018 Q1,132582,75745,56837,74145,-17308,-4024,-21840,-0.55,346330
2018 Q2,170085,82152,87933,73394,14539,2687,16240,0.50,346330
