科際精密,	4568
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,n/a
2015 Q3,n/a
2015 Q4,n/a
2016 Q1,n/a
2016 Q2,n/a
2016 Q3,n/a
2016 Q4,1161863,714866,446997,227056,219941,40537,199365,7.56,270000
2017 Q1,n/a
2017 Q2,585969,362575,223394,111343,112051,-9770,67696,2.51,270000
2017 Q3,n/a
2017 Q4,1198409,737812,460597,223271,237326,-3355,165465,6.13,270000
2018 Q1,288584,179740,108844,48833,60011,-5982,37351,1.38,270000
2018 Q2,319188,206283,112905,55407,57498,17900,49724,1.84,270000
2018 Q3,320533,198066,122467,66366,56101,9429,45020,1.67,290775
