唐鋒,	4609
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,244942,222977,21965,42792,-20827,9772,-9103,-0.19,479468
2013 Q2,307452,261516,45936,56094,-10158,8031,-2018,-0.04,479468
2013 Q3,275497,226742,48755,47402,1353,-3080,-1074,-0.02,479468
2013 Q4,1120004,953102,166902,203164,-36262,12764,-22413,-0.47,479468
2014 Q1,208637,186798,21839,42358,-20519,5252,-12671,-0.26,479468
2014 Q2,235743,201353,34390,42227,-7837,2625,-4324,-0.09,479468
2014 Q3,308932,261403,47529,51046,-3517,9862,5267,0.11,479468
2014 Q4,1030608,907684,122924,191568,-68644,28085,-33999,-0.71,479468
2015 Q1,185861,165894,19967,42988,-23021,-3454,-21989,-0.46,479468
2015 Q2,203409,182190,21219,56559,-35340,1720,-28282,-0.59,479468
2015 Q3,433332,360418,72914,47661,25253,22808,40100,0.84,479468
2015 Q4,1066938,901380,165558,203089,-37531,19302,-19240,-0.40,479468
2016 Q1,187935,149868,38067,44034,-5967,4651,-1092,-0.02,479468
2016 Q2,209893,166824,43069,45748,-2679,3019,373,0.01,479468
2016 Q3,504180,423479,80701,59425,21276,5090,21496,0.45,479468
2016 Q4,1049718,862679,187039,198775,-11736,16663,791,0.02,479468
2017 Q1,109332,106149,3183,37271,-34088,-1916,-32219,-0.67,479468
2017 Q2,111492,112837,-1345,39390,-40735,11667,-25464,-0.53,479468
2017 Q3,245678,209907,35771,46868,-11097,12930,1833,0.04,479468
