大拓-KY,	8455
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,n/a
2013 Q2,n/a
2013 Q3,n/a
2013 Q4,1663171,1465057,198114,166792,31322,-4638,21782,1.38,70362
2014 Q1,n/a
2014 Q2,n/a
2014 Q3,n/a
2014 Q4,1457922,1280103,177819,142124,35695,6585,37614,2.15,224161
2015 Q1,376557,324647,51910,30386,21524,-2094,12119,0.54,224161
2015 Q2,n/a
2015 Q3,447567,400911,46656,32023,14633,-1778,7938,0.35,224161
2015 Q4,1682431,1487943,194488,136327,58161,-4626,30328,1.35,224252
2016 Q1,536055,465838,70217,36636,33581,-3793,18284,0.73,252191
2016 Q2,441551,385653,55898,37078,18820,-536,9976,0.40,252191
2016 Q3,502933,441758,61175,37827,23348,-1275,14799,0.59,252191
2016 Q4,1967890,1724726,243164,152506,90658,-6165,49159,1.95,252191
2017 Q1,487456,426071,61385,33298,28087,-1333,18627,0.74,252191
