台燿,	6274
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2981239,2527508,453731,280881,172850,13442,135337,0.57,2385728
2013 Q2,3012246,2521888,490358,319257,171101,35244,155535,0.65,2390709
2013 Q3,2982106,2462643,519463,314647,204816,-2121,162767,0.68,2394869
2013 Q4,11940491,9992433,1948058,1207764,740294,55947,612995,2.56,2400540
2014 Q1,3022460,2496618,525842,341078,184764,5472,131596,0.55,2406631
2014 Q2,3335168,2713369,621799,374439,247360,-3012,189368,0.79,2410042
2014 Q3,3581576,2939440,642136,383261,258875,7023,209575,0.87,2411651
2014 Q4,13408018,10990994,2417024,1484013,933011,42582,748682,3.11,2412531
2015 Q1,3192773,2603032,589741,323090,266651,-13005,172516,0.71,2414604
2015 Q2,2985296,2453774,531522,351681,179841,35018,175837,0.73,2414606
2015 Q3,3498136,2785349,712787,401717,311070,-33864,221650,0.92,2415870
2015 Q4,12903108,10385724,2517384,1495291,1022093,-39217,751388,3.11,2416526
2016 Q1,3208132,2507954,700178,364279,335899,-12253,227224,0.94,2417109
2016 Q2,3327548,2663392,664156,369242,294914,-15334,230124,0.95,2417286
2016 Q3,3364509,2743074,621435,370507,250928,-10150,184707,0.76,2418404
2016 Q4,13422547,10733473,2689074,1472372,1216702,-47218,909411,3.76,2418153
2017 Q1,3974787,3071432,903355,440471,462884,-24434,315310,1.30,2418153
