展旺,	4167
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,n/a
2013 Q2,516585,483220,33365,126941,-93576,-18242,-111818,-0.75,1603540
2013 Q3,n/a
2013 Q4,1000632,928476,72156,294858,-222702,-6001,-228703,-1.48,1614649
2014 Q1,n/a
2014 Q2,0,0,0,0,0,0,0,0.00,1704840
2014 Q3,214822,243700,-28878,93248,-122126,-13281,-135407,-0.79,1720170
2014 Q4,1018801,1000225,18576,356974,-332783,-23007,-355790,-2.12,1723740
2015 Q1,287977,299794,-11817,91906,-103723,-13893,-117616,-0.69,1724870
2015 Q2,289464,299281,-9817,88467,-95807,-2178,-97985,-0.55,1865270
2015 Q3,290296,302231,-11935,95454,-107389,-8924,-116313,-0.61,2095668
2015 Q4,1120609,1203008,-82399,380934,-463333,-30460,-493793,-2.62,2097998
2016 Q1,293879,313641,-19762,89786,-109548,-7811,-117359,-0.56,2097673
2016 Q2,347506,306525,40981,93475,-52494,-8591,-61085,-0.26,2459963
2016 Q3,408892,360740,48152,88295,-39374,-9509,-48883,-0.20,2459963
2016 Q4,1532150,1345253,186897,369951,-183054,-24643,-207697,-0.89,2465268
2017 Q1,465804,347217,118587,79935,40095,-26965,13130,0.05,2464963
2017 Q2,444158,281834,162324,88147,74177,-28478,45699,0.19,2464963
2017 Q3,388854,276971,111883,89605,22278,-5571,16707,0.07,2465578
2017 Q4,1618119,1177779,440340,335794,105990,-83717,22273,0.09,2465878
