歐買尬,	3687
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,157502,82103,75399,74998,401,9014,5846,0.32,300596
2013 Q2,80600,68464,12136,60657,-48521,9720,-34013,-1.02,300596
2013 Q3,68645,55725,12920,75453,-62533,-7839,-62467,-1.88,300596
2013 Q4,358406,256388,102018,279324,-177306,14516,-145120,-4.22,300596
2014 Q1,65964,57384,8580,75660,-67080,-439,-59380,-1.72,300596
2014 Q2,110503,70078,40425,111443,-71018,-6156,-84720,-2.68,300596
2014 Q3,94702,81198,13504,81321,-67817,8312,-60434,-1.80,300596
2014 Q4,366703,295943,70760,336994,-266234,-124979,-413346,-12.70,300596
2015 Q1,149894,111990,37904,81423,-43519,6479,-37921,-1.23,300596
2015 Q2,205199,133446,71753,88219,-16466,26042,8183,-0.05,300596
2015 Q3,189969,133294,56675,87974,-31299,3747,-30138,-1.00,300596
2015 Q4,780485,519528,260957,359660,-98703,-1204,-103158,-3.61,300596
2016 Q1,233566,151606,81960,119773,-37813,1304,-37463,-0.84,300596
2016 Q2,205438,154945,50493,125452,-74959,-12647,-88882,-2.11,300596
2016 Q3,284121,197597,86524,120711,-34187,-73525,-108367,-2.98,300596
2016 Q4,924052,662362,261690,523820,-262130,-108483,-372953,-8.63,300596
