美琪瑪,	4721
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,552465,525963,26502,24331,2171,4833,4149,0.06,749863
2013 Q2,472568,444625,27943,24746,3197,16351,17804,0.24,749863
2013 Q3,550644,493603,57041,39184,17857,14777,29337,0.39,749863
2013 Q4,2159313,2000853,158460,115082,43378,50914,81121,1.08,749863
2014 Q1,682688,604873,77815,41288,36527,17319,46137,0.62,749863
2014 Q2,615101,581689,33412,11853,21559,8381,22374,0.30,749863
2014 Q3,737733,703994,33739,28198,5541,15883,17543,0.23,749863
2014 Q4,2664398,2463696,200702,115174,85528,56137,114417,1.53,749863
2015 Q1,526794,484625,42169,29911,12258,10316,18166,0.24,749863
2015 Q2,540467,501816,38651,26305,12346,6299,13108,0.17,749863
2015 Q3,468252,398381,69871,34597,35274,42736,64011,0.85,749863
2015 Q4,2021860,1813979,207881,132697,75184,72427,116184,1.55,749863
2016 Q1,580333,514541,64819,22332,42487,6667,36667,0.49,749863
2016 Q2,554302,503614,49969,27128,22841,19679,34799,0.46,749863
2016 Q3,661132,602201,60127,29750,30377,-387,21257,0.28,749863
2016 Q4,2351537,2108908,241375,110322,131053,52278,141669,1.89,749863
2017 Q1,796138,740690,56487,26265,30222,-11088,10580,0.14,749863
2017 Q2,896659,769404,126775,30457,96318,14345,92745,1.24,749863
2017 Q3,1262997,1193851,69437,24906,44531,31226,64279,0.86,749863
2017 Q4,4226744,3912631,314260,110959,203301,50271,207726,2.77,749863
2018 Q1,1253350,1178413,75198,27154,48044,4490,46559,0.62,749863
2018 Q2,1321940,1202912,116152,31460,84692,43318,104695,1.39,749863
