高僑,	6234
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,109975,100184,9791,16983,-7192,3476,-3432,-0.05,714342
2013 Q2,95212,108145,-12933,12674,-25607,1287,-24306,-0.34,714342
2013 Q3,125966,165780,-39814,15624,-55438,11296,-41545,-0.58,714342
2013 Q4,460991,542762,-81771,61122,-142893,18472,-115292,-1.61,714342
2014 Q1,142261,120135,22126,15685,6441,4152,8459,0.12,714342
2014 Q2,223040,193993,29047,14561,14486,-3287,10190,0.14,714342
2014 Q3,260162,244950,15212,14639,573,21747,22512,0.32,714342
2014 Q4,930227,808579,121648,61707,59941,31774,74034,1.04,714342
2015 Q1,295145,258652,36493,13701,22792,-2698,16427,0.23,714342
2015 Q2,333780,301890,31890,24632,7258,104046,91257,1.28,714342
2015 Q3,274722,259075,15647,23828,-8181,29988,19253,0.27,714342
2015 Q4,1143971,1064465,79506,76755,2751,314024,295394,4.14,714342
2016 Q1,243380,215855,27525,14957,12568,-2084,8702,0.12,714342
2016 Q2,204708,180769,23939,14697,9242,-6666,-9939,-0.14,928644
2016 Q3,182071,170472,11599,13161,-1562,-2257,-3170,-0.03,928644
2016 Q4,776855,694167,82688,57454,25234,-1838,6154,0.07,928644
2017 Q1,183506,165401,18105,14052,4053,-16772,-12119,-0.13,928644
2017 Q2,211864,182971,28893,12237,16656,7001,21445,0.23,928644
2017 Q3,212472,191095,21377,12209,9168,12162,17185,0.19,928644
2017 Q4,818575,714141,104434,67008,37426,3136,31498,0.34,928644
