智捷,	8176
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,371647,297895,73669,141220,-67551,11260,-55383,-0.47,711000
2013 Q2,601827,465515,135794,146255,-10461,22150,4715,0.05,800230
2013 Q3,333244,264964,68716,142469,-73753,35833,-42744,-0.18,791000
2013 Q4,1687833,1371375,316377,588356,-271979,81513,-151727,-1.09,791000
2014 Q1,274144,240441,34264,112001,-77737,-1263,-72991,-0.51,791000
2014 Q2,332881,289864,42574,115396,-72822,-2680,-66351,-0.53,791000
2014 Q3,283773,239836,43784,128114,-84330,8458,-71674,-0.52,791000
2014 Q4,1170992,1040251,130844,484941,-354097,16020,-375846,-2.75,791000
2015 Q1,329067,254349,75399,99120,-23721,1116,-21719,-0.09,791000
2015 Q2,249950,178083,71535,90544,-19009,-6571,-24194,-0.21,791000
2015 Q3,341294,246539,94729,96716,-1987,8079,4157,0.19,791000
2015 Q4,1324330,969569,355418,380208,-24790,9626,-14541,0.27,791000
2016 Q1,337051,230562,106398,97915,8483,-8516,-3435,0.13,791000
2016 Q2,303376,217571,85740,92979,-7239,18540,8051,0.15,791000
2016 Q3,310610,222664,87709,93603,-5894,5949,-2266,0.13,725000
2016 Q4,1226389,873874,351777,376673,-24896,36688,-937,0.53,725000
2017 Q1,286147,211845,74496,73727,769,-8826,-9201,0.01,725000
2017 Q2,284267,205220,79081,80833,-1752,4624,-4508,0.07,725000
2017 Q3,356888,269126,87781,92002,-4221,8937,-1813,0.22,725000
2017 Q4,1354191,1012893,341511,333710,7801,21503,6025,0.72,725000
2018 Q1,235210,182268,53088,76024,-22936,-455,-14822,0.01,725000
2018 Q2,222912,156212,67095,79240,-12145,12359,-1633,0.08,725000
2018 Q3,357145,251623,105427,72769,32658,7810,28743,0.48,725000
