系統電,	5309
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,441508,383281,58227,113717,-55490,59891,4401,0.03,1526240
2013 Q2,422757,384670,38087,108365,-70278,-1531,-65717,-0.43,1526240
2013 Q3,478247,432058,46189,137630,-91441,36287,-62452,-0.38,1530738
2013 Q4,1861436,1690832,170604,510010,-339406,64600,-278607,-1.80,1655808
2014 Q1,499545,458513,41032,121055,-80023,36336,-50344,-0.32,1757349
2014 Q2,465966,439974,25992,116255,-90263,-5897,-90226,-0.53,1830518
2014 Q3,567325,491851,75474,98519,-23045,-1228,-24273,-0.13,1919361
2014 Q4,2052004,1831326,220678,456328,-235650,43957,-189839,-1.04,1920061
2015 Q1,421591,378506,43085,129943,-86858,4633,-82225,-0.42,1921261
2015 Q2,337988,328439,9549,159489,-149940,1036286,779863,4.16,1922711
2015 Q3,346383,302416,43967,119955,-75988,104015,28027,0.15,1923789
2015 Q4,1580232,1496395,83837,558535,-474698,1155732,561057,3.01,2024328
2016 Q1,487967,376596,111371,144760,-33389,28069,-7824,0.00,2133823
