嘉鋼,	2067
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,n/a
2013 Q2,461031,390685,70346,61260,9086,3690,12094,0.47,231438
2013 Q3,264443,212182,52261,33211,19050,-4065,12239,0.46,251438
2013 Q4,1034111,857521,176590,134012,42578,-6249,33178,1.23,259438
2014 Q1,284784,230479,54305,32795,21510,1195,19621,0.72,259438
2014 Q2,313903,241662,72241,42393,29848,-2386,21732,0.74,284328
2014 Q3,308504,254485,54019,40156,13863,-3470,7160,0.23,284328
2014 Q4,1160484,949581,210903,156486,54417,-11903,33778,1.11,284328
2015 Q1,221040,193552,27488,38978,-11490,-3336,-15763,-0.55,284328
2015 Q2,198408,184766,13642,46969,-33327,-1735,-30720,-1.08,303662
2015 Q3,190396,158926,31470,45146,-13676,4498,-7787,-0.25,303662
2015 Q4,862333,760349,101984,193278,-91294,-3142,-88021,-2.79,303662
2016 Q1,217430,176739,40691,46348,-5657,532,-5975,-0.21,303662
2016 Q2,252341,205809,46532,51258,-4726,21484,18485,0.57,303662
2016 Q3,232534,197315,35219,54756,-19537,-5895,-22096,-0.77,303662
2016 Q4,1006518,832820,173698,210565,-36867,11276,-25265,-0.96,368662
2017 Q1,238122,218636,19486,56382,-36896,-2909,-32587,-0.92,368662
2017 Q2,311121,266670,44451,63410,-18959,-3975,-21442,-0.61,368662
2017 Q3,335442,273177,62265,50717,11548,-2514,5682,0.13,368662
2017 Q4,1259332,1064719,194613,235401,-40788,-10920,-46630,-1.38,448662
2018 Q1,342077,287908,54169,48103,6066,-2103,5314,0.10,451132
2018 Q2,374539,303442,71097,52772,18325,13348,23774,0.48,451382
2018 Q3,354212,279653,74559,47495,27064,611,20846,0.44,451382
