迅德,	6292
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,303477,212652,90825,63736,28188,18937,35493,0.76,35493,0,469007
2013 Q2,370432,269878,100554,71312,30391,2837,26832,0.57,0,0,469007
