久陽,	5011
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,212452,192465,19987,17805,2182,1514,4318,0.13,326238
2013 Q2,233519,206998,26521,15161,11360,984,11301,0.35,326238
2013 Q3,195183,175038,20145,14040,6105,3580,9488,0.29,326238
2013 Q4,804714,725121,79593,60021,19572,6505,25935,0.79,326238
2014 Q1,274551,228980,45571,18259,27312,7097,33838,1.04,326238
2014 Q2,257083,219524,37559,16437,21122,-653,19628,0.60,336195
2014 Q3,248228,229588,18640,17590,1050,1566,2793,0.08,336359
2014 Q4,995131,869708,125423,74921,50502,9176,59595,1.80,336359
2015 Q1,253033,240971,12062,19434,-7372,-243,-7615,-0.23,336359
2015 Q2,202616,184476,18140,15429,2711,5566,8829,0.26,336359
2015 Q3,257515,232936,24579,18297,6282,2053,9556,0.28,336359
2015 Q4,965683,883384,82299,69813,12486,10866,24584,0.73,336359
2016 Q1,256031,226072,29959,20192,9767,5203,13879,0.41,336359
