安勤,	3479
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,726525,523897,202628,139093,63535,7193,46838,0.94,473701
2013 Q2,803905,599901,204004,153871,50133,1760,42993,0.80,481358
2013 Q3,1034784,793340,241444,158322,83122,2217,66282,1.28,522134
2013 Q4,3404334,2554789,849545,605708,243837,13324,189752,3.65,540506
2014 Q1,800059,600662,199397,154547,44850,5832,39151,0.72,541492
2014 Q2,897312,681662,215650,155291,60359,174,42642,0.79,541492
2014 Q3,976487,744503,231984,168951,63033,4827,50876,1.03,542432
2014 Q4,3755024,2850142,904882,664606,240276,21612,190588,3.50,682682
2015 Q1,982372,736829,245543,172284,73259,1087,54224,0.72,683332
2015 Q2,887469,659836,227633,169812,57821,1703,43002,0.60,683332
2015 Q3,1219667,893832,325835,194149,131686,15371,115207,1.57,683332
2015 Q4,4483286,3331474,1151812,771784,380028,24777,307764,4.35,683332
2016 Q1,1401743,1047155,354588,222700,131888,2089,101334,1.51,683332
2016 Q2,1351559,980473,371086,237125,133961,6865,105324,1.54,693332
2016 Q3,1197112,877960,319152,215815,103337,-3445,74601,1.04,693332
2016 Q4,5056306,3722647,1333659,895794,437865,6932,325325,4.74,693032
2017 Q1,1127501,856764,270737,212131,58606,-4124,31570,0.41,693032
2017 Q2,1149289,875447,273842,210044,63798,7438,47051,0.58,692882
