佰研,	3205
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,44828,34083,10745,24451,-13706,1852,-12105,-0.49,247128
2013 Q2,63569,45991,17578,26862,-9284,-882,-9714,-0.39,247128
2013 Q3,107326,73968,33358,28684,4674,519,7041,0.28,247128
2013 Q4,295415,210961,84454,112580,-28126,28296,560,0.02,247128
2014 Q1,59887,45262,14625,26344,-11719,1655,-10020,-0.41,247128
2014 Q2,105324,73900,31424,27514,3910,-1009,3282,0.13,247128
2014 Q3,122684,88623,34061,33056,1005,1686,2334,0.09,247128
2014 Q4,438699,307041,131658,129897,1761,10210,10077,0.41,247128
2015 Q1,157231,94177,63054,39104,23950,-2207,20772,0.84,247128
2015 Q2,234357,157963,76394,43839,32555,-2485,30993,1.25,252892
2015 Q3,352433,212347,140086,57569,82517,26300,104363,4.11,256890
2015 Q4,1239924,753819,486105,184581,301524,21838,300699,11.81,284288
2016 Q1,560610,314764,245846,58097,187749,-15675,141807,4.97,286463
2016 Q2,453274,255168,198106,59862,138244,7667,102105,3.55,302794
2016 Q3,206316,122469,83847,59474,24373,-19756,4183,0.13,327714
2016 Q4,1384356,808423,575933,217701,358232,-5543,268193,8.66,327714
2017 Q1,135935,79363,56572,48293,8279,-31728,-20185,-0.62,327726
2017 Q2,115302,69334,45968,52135,-6167,5825,-10709,-0.33,327726
2017 Q3,112841,98436,14405,50765,-36360,1150,-30655,-0.94,327726
2017 Q4,462820,344068,118752,201027,-82275,-41296,-114206,-3.48,327726
2018 Q1,107871,91509,16362,44808,-28446,-8347,-35088,-1.07,327726
2018 Q2,110258,90254,20004,43307,-23303,26432,3129,0.09,327726
2018 Q3,95418,79990,15428,41678,-26250,4122,-22128,-0.67,327726
