昂寶-KY,	4947
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,496702,246210,250492,151713,98779,7479,84463,2.02,427335
2013 Q2,707118,353243,353875,184123,169752,7450,147157,3.51,428257
2013 Q3,811380,404325,407055,207613,199442,12977,178081,4.18,434520
2013 Q4,2726281,1361752,1364529,758997,605532,51022,540895,12.81,434520
2014 Q1,733306,370159,363147,199256,163891,17189,147682,3.46,435347
2014 Q2,818878,414679,404199,201161,203038,9163,187349,4.34,440462
2014 Q3,722227,379402,342825,201235,141590,10696,150078,3.42,445066
2014 Q4,2983167,1533329,1449838,814556,635282,54952,611238,14.04,445066
2015 Q1,628031,328760,299271,198648,100623,20518,98074,2.20,447198
2015 Q2,756472,393859,362613,219823,142790,13193,125698,2.81,447213
2015 Q3,833717,409592,424125,233435,190690,39927,191707,4.32,447213
2015 Q4,3166427,1591821,1574606,919341,655265,97220,612400,13.85,447213
2016 Q1,653166,323602,329564,225794,103770,10094,93318,2.16,447396
2016 Q2,977570,481327,496243,239351,256892,26935,226624,5.10,539137
2016 Q3,1021673,510137,511536,237395,274141,5978,230070,4.27,539137
