松上,	6156
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,669171,613704,55467,80358,-24891,-1833,-28729,-0.44,826609
2013 Q2,925547,798544,127003,99592,27411,-10821,31422,0.02,826609
2013 Q3,867823,737010,130813,96636,34177,-38165,-7012,-0.35,826609
2013 Q4,3273774,2851536,422238,381733,40505,-40451,9487,-0.72,826609
2014 Q1,688180,605039,83141,84353,-1212,2794,-988,-0.13,826609
2014 Q2,1010179,869350,140829,88591,52238,-2877,40415,0.32,826609
2014 Q3,1083715,924216,159499,97677,61822,-12220,43582,0.28,1001609
2014 Q4,3942743,3381178,561565,373607,187958,-25134,135459,0.84,1001609
2015 Q1,1015738,881418,134320,101467,32853,968,27432,0.16,1001609
2015 Q2,1054033,908361,145672,104620,41052,20059,53960,0.39,1001609
2015 Q3,1030551,855522,175029,154265,20764,63548,73641,0.51,773814
2015 Q4,4084944,3447838,637106,497559,139547,104157,201285,1.60,773814
2016 Q1,1021758,816451,205307,126319,78988,4633,62359,0.42,773814
