普格,	3073
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,45818,41148,4670,18548,-13878,4792,-6979,-0.12,596086
2013 Q2,40220,35305,4915,28817,-23902,44566,19260,0.33,596086
2013 Q3,31832,21787,10045,10361,-316,-2860,-3451,-0.15,246818
2013 Q4,150725,124548,26177,82527,-56350,59705,3783,0.16,238537
2014 Q1,14112,10460,3652,10549,-6897,3542,-3355,-0.14,466637
2014 Q2,26924,21622,5302,11383,-6081,1507,-4574,-0.10,466637
2014 Q3,17242,11534,5708,11370,-5662,-30627,-36289,-0.78,466637
2014 Q4,77657,58099,19558,49437,-29879,-34411,-64631,-1.59,466637
2015 Q1,13939,10144,3795,7926,-4131,4883,752,0.02,466637
2015 Q2,9988,18501,-8513,13166,-21679,11061,-10618,-0.23,466637
2015 Q3,8183,6287,1896,8979,-7083,2311,-4772,-0.10,466637
2015 Q4,41192,36992,4200,43211,-39011,18729,-30503,-0.66,464637
2016 Q1,5308,1073,4235,7726,-3491,182,-3309,-0.07,464637
2016 Q2,112186,91059,21127,11406,9721,1746,11467,0.25,464637
2016 Q3,75841,64734,11107,8994,2113,-66,2047,0.04,464637
2016 Q4,213502,175809,37693,40071,-2378,1904,-474,0.00,464637
2017 Q1,15722,12965,2757,10018,-7261,-835,-8096,-0.17,464637
2017 Q2,17590,14373,3217,10341,-7124,121,-7003,-0.11,464637
2017 Q3,13687,12900,787,10176,-9389,2733,-6656,-0.17,464637
2017 Q4,71929,67461,4468,41100,-36632,-1828,-38460,-0.68,464637
