亞都,	5703
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,248155,81314,166841,138070,28771,5063,29525,0.42,702396
2013 Q2,238046,81510,156536,146723,9813,3250,7967,0.11,702396
2013 Q3,221649,80370,141279,141919,-640,2521,445,0.01,702396
2013 Q4,979118,359461,619657,595617,24040,16526,28892,0.62,702396
2014 Q1,256679,86901,169778,159638,10140,2284,9324,0.13,702396
2014 Q2,250649,145000,105649,93998,11651,2741,11250,0.16,702396
2014 Q3,247499,148642,98857,97545,1312,1634,2457,0.02,702396
2014 Q4,1035435,657217,378218,332519,45699,4439,37444,0.53,702396
2015 Q1,269095,165064,104031,78288,25743,845,22702,0.32,702396
2015 Q2,245564,158829,86735,71781,14954,-228,8973,0.13,702396
2015 Q3,234964,163244,71720,75209,-3489,-273,5406,0.08,702396
2015 Q4,1030736,657507,373229,309250,63979,7527,73287,1.04,702396
2016 Q1,254160,170159,84001,77078,6923,277,3748,0.05,702396
2016 Q2,235902,161412,74490,72549,1941,865,-3530,-0.05,702396
2016 Q3,224363,166205,58158,77098,-18940,419,-17904,-0.25,702396
2016 Q4,979239,643550,335689,296075,39614,-8381,23564,0.34,702396
2017 Q1,241002,158405,82597,71996,10601,1326,9706,0.14,702396
2017 Q2,218606,153443,65163,70757,-5594,460,-6352,-0.09,702396
2017 Q3,196909,154894,42015,70485,-28470,-54,-29354,-0.42,702396
