前鼎,	4908
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,325478,245424,80054,48621,31433,10046,36581,0.49,747932
2013 Q2,314459,238855,75604,44827,30777,3963,29823,0.40,748032
2013 Q3,322452,225708,96744,42877,53867,-1733,32699,0.44,748082
2013 Q4,1289350,954119,335231,179917,155314,17776,131803,1.76,758148
2014 Q1,359837,248265,111572,50172,61400,5180,57613,0.77,752497
2014 Q2,341105,233163,107942,45080,62862,-3174,51745,0.69,752497
2014 Q3,309436,222764,86672,43373,43299,6667,43262,0.57,762411
2014 Q4,1310304,915641,394663,184065,210598,20275,202133,2.68,758217
2015 Q1,260364,199795,60569,42929,17640,1185,17310,0.23,779964
2015 Q2,220551,158753,61798,46924,14874,-604,6916,0.09,778277
2015 Q3,260103,204667,55436,43634,11802,13451,22529,0.30,777987
2015 Q4,1042106,817250,224856,171037,53819,16280,57959,0.76,778556
2016 Q1,327446,242966,84480,43927,40553,-2990,33552,0.44,777346
2016 Q2,223112,147900,75212,39397,35815,2197,28326,0.37,777346
2016 Q3,195979,140797,55182,39337,15845,-6943,6567,0.09,776866
2016 Q4,987568,719666,267902,157373,110529,4471,96727,1.28,776866
2017 Q1,262747,185890,76857,37362,39495,-19932,16718,0.22,776866
2017 Q2,229139,159140,69999,45384,24615,3713,19629,0.26,776571
2017 Q3,277004,175202,101802,46934,54868,193,48406,0.63,777028
2017 Q4,1015345,676136,339209,171585,167624,-22987,121041,1.58,783054
2018 Q1,192875,126307,66568,34531,32037,-10345,19246,0.25,786576
