台興,	3426
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,325598,199195,126403,75296,51107,950,34149,1.76,200000
2015 Q3,n/a
2015 Q4,609287,381735,227552,165547,62005,29400,61105,3.12,200000
2016 Q1,112998,72198,40800,32915,7885,2877,7164,0.36,200000
2016 Q2,0,0,0,0,0,0,0,0.00,200000
2016 Q3,183793,104584,79209,42809,36400,1939,26467,1.32,200000
2016 Q4,637997,374972,263025,162108,100917,22042,84044,4.19,220000
2017 Q1,170192,96478,73714,42449,31265,-346,20496,0.93,220000
2017 Q2,195818,111610,84208,45828,38380,3046,29037,1.32,220000
2017 Q3,220811,128725,92086,47846,44240,2191,33126,1.51,220000
2017 Q4,797375,464941,332434,183581,148853,1584,104312,4.74,220000
2018 Q1,213100,135735,77365,43186,34179,-3309,19271,0.88,220000
2018 Q2,235911,144914,90997,53297,37700,16926,35110,1.60,264000
