順發,	6154
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1545475,1338111,207364,166793,40571,-651,33130,0.41,800800
2013 Q2,1309723,1108142,201581,164003,37578,663,29262,0.37,800800
2013 Q3,1577927,1339391,238536,182973,55563,-6786,40448,0.51,800800
2013 Q4,5741420,4895467,845953,676582,169371,1137,139214,1.74,800800
2014 Q1,1418414,1209984,208430,166345,42085,887,35662,0.45,800800
2014 Q2,1238304,1047021,191283,161122,30161,697,25016,0.31,800800
2014 Q3,1519244,1310272,208972,172604,36368,8133,36872,0.46,800800
2014 Q4,5442349,4641793,800556,660737,139819,10423,124372,1.55,800800
2015 Q1,1347096,1158478,188618,157285,31333,677,26536,0.33,800800
2015 Q2,1246105,1062721,183384,160738,22646,201,18801,0.23,800800
2015 Q3,1419605,1218381,201224,171348,29876,1822,26499,0.33,800800
