永日,	4102
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,81419,66813,14606,22869,-8263,2516,-4770,-0.11,423735
2013 Q2,73004,61980,11024,19640,-8616,763,-5713,-0.13,423735
2013 Q3,64614,87637,-23023,20943,-43966,-656,-43514,-1.03,423735
2013 Q4,300376,285739,14637,86104,-71467,3627,-66850,-1.58,423735
2014 Q1,59324,67754,-8430,18191,-26621,1857,-24454,-0.58,423735
2014 Q2,72508,74146,-1638,19640,-21278,-1498,-21629,-0.51,423735
2014 Q3,71514,60449,11065,19339,-8274,1479,-6233,-0.15,423735
2014 Q4,277483,273906,3577,76871,-73294,4750,-66451,-1.57,423735
2015 Q1,66630,65421,1209,19388,-18179,-1191,-19837,-0.47,423735
2015 Q2,86299,72916,13383,22207,-8824,-803,-9627,-0.23,423735
2015 Q3,79546,59631,19915,19955,-40,5574,5534,0.13,423735
2015 Q4,317569,266572,50997,82109,-31112,3793,-27647,-0.65,423735
2016 Q1,60857,55516,5341,17076,-11735,-1068,-12681,-0.30,423735
2016 Q2,80839,78599,2240,19903,-17663,132,-17531,-0.41,423735
2016 Q3,58520,67189,-8669,18283,-26952,-1914,-28866,-0.68,423735
2016 Q4,268090,266039,2051,72343,-70292,1957,-68332,-1.61,423735
2017 Q1,72902,63549,9353,18367,-9014,-3897,-12911,-0.30,423735
2017 Q2,79436,70352,9084,22174,-13090,406,-12684,-0.30,423735
2017 Q3,80373,64310,16063,18915,-2852,-146,-2998,-0.07,423735
2017 Q4,314369,252512,61857,82558,-20701,-4414,-24965,-0.59,423735
2018 Q1,70884,58260,12624,18461,-5837,-1840,-5917,-0.14,423735
2018 Q2,78508,67171,11337,20549,-9212,3069,-6143,-0.14,423735
