幃翔,	6185
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,446161,282461,163700,66786,96914,8652,74963,0.76,987343
2013 Q2,416255,262653,153602,70265,83337,-3369,60136,0.59,1026837
2013 Q3,497683,281419,216264,77267,138997,3090,101566,0.99,1026837
2013 Q4,1879655,1105932,773723,303898,469825,4174,342592,3.34,1026837
2014 Q1,365404,210829,154575,60470,94105,11479,76570,0.75,1026837
2014 Q2,445464,245394,200070,75691,124379,1330,92493,0.85,1088447
2014 Q3,424859,257441,167418,58400,109018,15245,88570,0.81,1088447
2014 Q4,1651345,967144,684201,255608,428593,41582,338655,3.11,1088447
2015 Q1,357023,212944,144079,51112,92967,7305,72239,0.66,1088447
2015 Q2,332789,201283,131506,55002,76504,8598,60544,0.53,1142869
2015 Q3,377029,221312,155717,57987,97730,30745,86968,0.76,1142869
2015 Q4,1470553,871741,598812,222739,376073,65023,306355,2.68,1142869
2016 Q1,296171,173156,123015,46949,76066,5445,59037,0.52,1142869
2016 Q2,282387,171900,110487,47173,63314,14517,52622,0.44,1188584
2016 Q3,350164,207189,142975,50605,92370,13964,76485,0.64,1188584
2016 Q4,1284309,754371,529938,201483,328455,66840,282402,2.38,1188584
