東捷,	8064
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,680751,574140,106611,85006,21605,27399,37957,0.20,1321129
2013 Q2,726782,616770,110012,80053,29959,9395,29676,0.18,1321129
2013 Q3,808089,605267,202822,82761,120061,-24442,79081,0.51,1321129
2013 Q4,3081222,2519987,561235,366245,194990,40723,190023,1.15,1321129
2014 Q1,772012,633308,138704,84735,53969,28867,68022,0.43,1321129
2014 Q2,1108967,910073,198894,84547,114347,-22032,78199,0.57,1321129
2014 Q3,962253,745230,217023,114348,102675,25103,114529,0.83,1332173
2014 Q4,3708279,3027042,681237,388712,292525,101892,334456,2.32,1333599
2015 Q1,817502,706319,111183,83898,27285,-16563,13005,0.08,1334204
2015 Q2,651760,509832,141928,113182,28746,-15516,7682,0.10,1334318
2015 Q3,740838,609524,131314,165947,-34633,60514,19777,0.12,1336160
2015 Q4,3051538,2511708,539830,489719,50111,36856,65720,0.47,1337198
