蜜望實,	8043
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1201853,1103423,98430,54919,43511,37437,64870,0.71,918473
2013 Q2,1059949,984731,75218,52333,22885,9936,19997,0.22,918473
2013 Q3,1299644,1194278,105366,60989,44377,35663,64040,0.70,918473
2013 Q4,4573622,4229721,343901,218828,125073,95382,171305,1.87,918473
2014 Q1,895251,788866,106385,58075,48310,31730,61521,0.67,918473
2014 Q2,904283,818863,85420,54960,30460,-12390,1395,0.02,918473
2014 Q3,1352924,1249748,103176,75186,27990,21983,37665,0.44,799072
2014 Q4,4641982,4241515,400467,262491,137976,85728,157091,1.80,799072
2015 Q1,1064286,989607,74679,52432,22247,1418,18801,0.24,799072
2015 Q2,1112199,1036303,75896,52911,22985,-10868,4728,0.05,799072
2015 Q3,1500783,1405369,95414,66625,28789,75623,84204,1.06,799072
2015 Q4,5108475,4781796,326679,221805,104874,63062,128936,1.61,799072
2016 Q1,926815,825561,101254,48165,53089,-11773,30623,0.38,799072
2016 Q2,1044002,938995,105007,56873,48134,14290,43017,0.54,799072
2016 Q3,1469241,1371205,98036,52573,45463,-29297,9177,0.12,799072
2016 Q4,4923356,4526101,397255,212033,185222,3358,138789,1.74,799072
2017 Q1,959651,888190,71461,44731,26730,-67376,-36716,-0.46,799072
2017 Q2,1028306,962895,65411,47646,17765,10863,14964,0.19,799072
2017 Q3,1604901,1521024,83877,60613,23264,78444,83594,1.05,799072
2017 Q4,5044986,4706193,338793,202004,136789,17385,108909,1.36,799072
