網龍,	3083
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,202225,10100,192125,180909,11216,6332,12766,0.15,874394
2013 Q2,213369,15739,197630,176193,21437,4749,29409,0.34,874394
2013 Q3,145224,7569,137655,177406,-39751,3647,-36202,-0.42,874394
2013 Q4,696814,42210,654604,706031,-51427,22021,-34202,-0.40,874394
2014 Q1,146381,11334,135047,160894,-25847,7242,-20930,-0.24,874394
2014 Q2,108579,7160,101419,148477,-47058,4137,-42564,-0.50,864394
2014 Q3,83544,5309,78235,145522,-67287,9513,-57017,-0.67,864394
2014 Q4,397986,31087,366899,595069,-228170,27244,-201829,-2.35,864394
2015 Q1,69083,4705,64378,148411,-84033,3195,-80839,-0.93,857044
2015 Q2,100765,11976,88789,170167,-81378,2299,-79081,-0.90,857044
2015 Q3,86675,18987,67688,143823,-76135,6622,-72176,-0.79,857044
2015 Q4,343882,96449,247433,580071,-332638,12894,-322741,-3.61,857044
2016 Q1,87392,12047,75345,127351,-52006,8465,-43246,-0.49,857044
2016 Q2,82593,11712,70881,99837,-28956,11245,-17324,-0.22,857044
2016 Q3,78101,9772,68329,98320,-29991,9971,-19859,-0.21,857044
