元山,	6275
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,527570,419198,108372,108111,261,10158,7647,0.16,476472
2013 Q2,475660,377364,98296,97641,655,5366,4844,0.10,476472
2013 Q3,443223,346032,97191,104140,-6949,-3747,-9662,-0.20,476472
2013 Q4,2023639,1599064,424575,424127,448,23029,10158,0.21,476472
2014 Q1,461269,365284,95985,101654,-5669,289,-5380,-0.11,476472
2014 Q2,640060,498526,141534,110571,30963,-678,23758,0.50,486186
2014 Q3,562682,455982,106700,109576,-2876,13711,6193,0.13,497686
2014 Q4,2201107,1744591,456516,432784,23732,22796,28053,0.58,497972
2015 Q1,556880,444717,112163,108830,3333,1055,1290,0.03,515900
2015 Q2,544644,432257,112387,101946,10441,-1758,9018,0.17,530972
2015 Q3,470867,381558,89309,94682,-5373,15915,7730,0.15,530972
2015 Q4,2026677,1619521,407156,395762,11394,4061,10557,0.20,530972
2016 Q1,535643,424134,111509,98751,12758,263,10680,0.20,530972
2016 Q2,662764,524201,138563,97885,40678,-7236,26541,0.50,530972
2016 Q3,591793,458040,133753,108918,24835,-7423,13791,0.25,544314
