世鎧,	2063
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,129964,102083,27881,24072,3809,27499,27606,0.67,412085
2013 Q2,139236,112149,27087,20719,6368,1028,6958,0.17,412085
2013 Q3,167676,128834,38842,23101,15741,-2842,10869,0.26,412085
2013 Q4,554702,439386,115316,89919,25397,25343,44627,1.08,412085
2014 Q1,155404,116823,38581,21421,17160,894,15254,0.37,412085
2014 Q2,151616,115227,36389,24100,12289,-3202,8469,0.20,432689
2014 Q3,224039,157634,66405,28306,38099,-2441,30587,0.71,432689
2014 Q4,703462,515897,187565,100101,87464,-670,75091,1.74,432689
2015 Q1,134164,101840,32324,23025,9299,-5267,2013,0.05,432689
2015 Q2,163640,121668,41972,22169,19803,-1651,16330,0.38,432689
2015 Q3,187484,135553,51931,25837,26094,9384,29404,0.68,432689
2015 Q4,651207,481029,170178,95211,74967,196,64935,1.50,432689
2016 Q1,178628,125410,53218,30578,22640,-3764,15631,0.36,432689
2016 Q2,206719,145772,60947,26957,33990,-4341,25145,0.56,449999
2016 Q3,192553,132376,60177,30691,29486,-5712,20644,0.46,450000
2016 Q4,771697,546105,225592,124133,101459,-31354,61965,1.38,450000
