精確,	3162
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,169549,159780,9769,36385,-26616,-2137,-23495,-0.42,565313
2013 Q2,213540,184269,29271,32843,-3572,12512,6515,0.12,565313
2013 Q3,222077,223269,-1192,36450,-37642,-4797,-35224,-0.62,565313
2013 Q4,794006,740981,53025,137921,-84896,7810,-65471,-1.16,565313
2014 Q1,179833,168461,11372,32389,-21017,-4376,-21203,-0.38,565313
2014 Q2,214067,184506,29561,35857,-6296,5858,-711,-0.01,565313
2014 Q3,221332,178107,43225,40432,2793,234,1064,0.02,565313
2014 Q4,805092,684027,121065,141550,-20485,-76,-20694,-0.37,565313
2015 Q1,209188,173068,36120,41217,-5097,-6125,-9966,-0.18,565313
2015 Q2,207996,170743,37253,35433,1820,-6396,-1988,-0.04,565313
2015 Q3,187099,153245,33854,32989,865,6673,6263,0.11,565313
2015 Q4,790958,649260,141698,138752,2946,-18767,-8444,-0.15,565313
2016 Q1,154702,143874,10828,33823,-22995,288,-19614,-0.35,565313
2016 Q2,170395,144481,25914,29750,-3836,-13664,-14999,-0.27,565313
2016 Q3,169005,187465,-18460,36967,-55427,-11454,-85821,-1.52,565313
2016 Q4,651143,656066,-4923,120371,-125294,-47756,-186454,-3.30,565313
2017 Q1,128931,119961,8970,24007,-15037,-15102,-29998,-0.53,565313
