商丞,	8277
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,548607,491778,56829,36641,20188,10829,25725,0.28,913464
2013 Q2,280328,233227,47101,38441,8660,-2488,4860,0.05,914174
2013 Q3,272556,215248,57308,34385,22923,-5695,17554,0.19,915209
2013 Q4,1553305,1341638,211667,147293,64374,14835,66874,0.73,916288
2014 Q1,354798,315744,39054,34262,4792,518,4592,0.05,916288
2014 Q2,519913,469223,50690,40746,9944,-6093,3174,0.03,916288
2014 Q3,309656,261807,47849,36903,10946,2526,11425,0.12,916288
2014 Q4,1429583,1273446,156137,242500,-86363,29605,-61104,-0.67,916288
2015 Q1,120726,107077,13649,87221,-73572,-6110,-79241,-0.86,916288
2015 Q2,143249,139585,3664,34117,-30453,-5587,-35933,-0.39,916288
2015 Q3,151011,126971,24040,35307,-11267,10723,-817,-0.01,916288
2015 Q4,581645,520352,61293,184572,-123279,-3830,-127185,-1.39,916288
2016 Q1,124484,120338,4146,32163,-28017,-6156,-34104,-0.37,916288
2016 Q2,143737,129235,14502,35599,-21097,-2237,-24380,-0.27,916288
2016 Q3,160805,148272,12533,24542,-12009,-8247,-20126,-0.22,916288
2016 Q4,605275,614503,-9228,114239,-123467,-14427,-146939,-1.60,916288
2017 Q1,100760,90305,10455,24620,-14165,-12456,-29281,-0.32,916288
2017 Q2,183821,167292,16529,25788,-9259,-1047,-13629,-0.15,916288
2017 Q3,182074,160566,21508,23810,-2302,-2493,-6848,-0.07,916288
2017 Q4,620251,562779,57472,99620,-42148,-17859,-72357,-0.79,916288
2018 Q1,149553,134796,14757,-10377,25134,-2072,20695,0.23,916288
2018 Q2,152268,133749,18519,28144,-9625,3545,-9903,-0.11,916288
