晉泰,	6221
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,323263,243520,79743,68791,10952,376,8644,0.24,360028
2013 Q2,612407,499320,113087,77896,35191,1094,30671,0.85,367535
2013 Q3,567759,471882,95877,78698,17179,-136,13716,0.38,367551
2013 Q4,2102630,1697783,404847,319105,85742,2560,70426,1.93,368178
2014 Q1,488124,395382,92742,81067,11675,900,9906,0.27,368502
2014 Q2,458257,361201,97056,84197,12859,827,11107,0.31,368702
2014 Q3,375515,284264,91251,82750,8501,612,6708,0.18,369189
2014 Q4,2052196,1648952,403244,343212,60032,7309,53084,1.45,370512
2015 Q1,489517,388838,100679,82452,18227,-697,13759,0.37,371807
2015 Q2,527291,416607,110684,84110,26574,625,22474,0.61,373100
2015 Q3,575642,461361,114281,87223,27058,3665,24972,0.66,373570
2015 Q4,2272872,1821361,451511,352752,98759,3672,82771,2.21,373974
2016 Q1,393150,297838,95312,82167,13145,1336,12006,0.32,375331
2016 Q2,505164,396189,108975,84299,24676,-2674,17391,0.43,394708
2016 Q3,403799,315212,88587,81854,6733,1523,6833,0.18,395000
2016 Q4,1920552,1507569,412983,344506,68477,515,55542,1.40,395184
2017 Q1,526587,413793,112794,85804,26990,-10128,12276,0.31,396335
2017 Q2,497310,386243,111067,87686,23381,2049,17237,0.44,396675
2017 Q3,591025,461089,129936,96961,32975,-2373,24818,0.63,397815
2017 Q4,2210069,1719115,490954,381772,109182,-16075,67929,1.72,397896
2018 Q1,688186,544567,143619,103327,40292,-2801,26273,0.66,398179
2018 Q2,786345,622638,163707,109231,54476,-1434,34661,0.87,399102
2018 Q3,735218,577664,157554,113063,44491,-3317,33542,0.83,398971
