興采,	4433
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,n/a
2013 Q2,806667,602818,203849,141128,62721,12656,62044,2.47,256504
2013 Q3,n/a
2013 Q4,1368413,1032679,335734,281539,54195,24867,65729,2.59,256724
2014 Q1,346607,263172,83435,68066,15369,6510,16614,0.65,256724
2014 Q2,381973,287401,94572,69276,25296,255,17167,0.67,256724
2014 Q3,312912,242161,70751,69845,906,5767,3387,0.13,256724
2014 Q4,1392709,1072536,320173,284315,35858,17504,34410,1.30,300724
2015 Q1,322167,244896,77271,74734,2537,257,484,0.02,300724
2015 Q2,432566,332606,99960,75407,24553,36151,50558,1.68,300724
2015 Q3,346719,276416,70303,75891,-5588,12877,5392,0.18,300724
2015 Q4,1480209,1141139,339070,299248,39822,48030,69776,2.32,300724
2016 Q1,370869,277585,93284,82681,10603,-1877,6334,0.21,308614
