達邦蛋白,	6578
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,n/a
2015 Q3,n/a
2015 Q4,804588,639993,164595,78211,86384,-9777,62185,2.68,231681
2016 Q1,n/a
2016 Q2,362344,273613,88731,40118,48613,-2433,37108,1.60,243265
2016 Q3,n/a
2016 Q4,726761,559583,167178,83719,83459,-6,68306,2.81,243265
2017 Q1,n/a
2017 Q2,261962,209341,52621,37434,15187,-797,8638,0.36,255428
2017 Q3,n/a
2017 Q4,562385,441137,121248,80195,41053,-2961,28024,1.10,256738
2018 Q1,152623,124537,28086,18369,9717,-3332,5127,0.20,256738
2018 Q2,157087,130309,26778,22376,4402,5307,7020,0.27,256738
2018 Q3,157865,128105,29760,23019,6741,-140,5120,0.19,291738
