哲固,	3434
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,193494,173298,20196,22021,-1825,4095,2270,0.07,328000
2013 Q2,219011,199153,19858,20097,-239,925,686,0.02,328000
2013 Q3,183315,161192,22123,20496,1627,-2859,-1232,-0.04,328000
2013 Q4,748886,666655,82231,81382,849,1080,1929,0.06,328000
2014 Q1,159682,137468,22214,22349,-135,1366,1003,0.03,328000
2014 Q2,180135,154274,25861,20575,5286,-3563,1404,0.04,328000
2014 Q3,172576,146976,25600,21370,4230,2812,5739,0.17,328000
2014 Q4,702991,604969,98022,88520,9502,6531,11335,0.35,328000
2015 Q1,168396,144888,23508,20983,2525,308,2236,0.07,328000
2015 Q2,155371,135508,19863,20320,-457,-1894,-1754,0.05,328000
2015 Q3,185715,158141,27574,21432,6142,6107,9894,0.44,227000
2015 Q4,700999,599306,101693,85982,15711,4459,16281,0.72,227000
2016 Q1,162613,135547,27066,21685,5381,-2800,2103,0.09,227000
2016 Q2,172966,142018,30948,24499,6449,-28,4320,0.19,227000
2016 Q3,200803,165228,35575,24558,11017,-4958,4553,0.20,227000
2016 Q4,715032,592643,122389,94433,27956,-2764,20716,0.91,227000
2017 Q1,166413,139242,27171,23240,3931,-9595,-5664,-0.25,227000
2017 Q2,166375,142322,24053,23536,517,1929,2345,0.10,227000
2017 Q3,167359,143714,23645,23059,586,-982,-396,-0.02,227000
