撼訊,	6150
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1054574,1004624,49950,46682,3268,-2418,2894,0.04,704625
2013 Q2,928375,873323,55052,84712,-29660,2053,-26554,-0.38,705363
2013 Q3,804808,817421,-12613,63051,-75664,-4647,-84773,-1.20,705693
2013 Q4,3968734,3815423,153311,270190,-116879,-9411,-132625,-1.88,705776
2014 Q1,1365446,1284492,80954,65514,15440,4352,24457,0.35,705776
2014 Q2,948422,918311,30111,78180,-48069,-5042,-55696,-0.79,705796
2014 Q3,765076,768132,-3056,48370,-51426,2361,-47747,-0.68,705796
2014 Q4,3748508,3633440,115068,249469,-134401,20625,-116462,-1.65,705796
2015 Q1,749914,711600,38314,42981,-4667,-13042,-15296,-0.22,705796
2015 Q2,680002,669847,10155,119613,-109458,-4080,-114710,-2.27,705796
2015 Q3,550633,540423,10210,48535,-38325,13501,-24156,-0.48,504401
2015 Q4,2486302,2411574,74728,329432,-254704,24889,-229494,-4.55,504401
2016 Q1,508252,469497,38755,32523,6232,-462,5893,0.12,504401
2016 Q2,617403,566199,51204,44229,6975,439,6292,0.12,504401
2016 Q3,684758,639464,45294,45994,-700,4136,4014,0.13,302641
2016 Q4,2508880,2326666,182214,170345,11869,3290,13056,0.43,302641
2017 Q1,477340,469741,7599,39381,-31782,-10177,-38750,-1.28,302641
2017 Q2,964120,888648,75472,43756,31716,916,29699,0.98,302641
2017 Q3,1422611,1200548,222063,56154,165909,939,168700,5.57,302641
2017 Q4,4542647,4083270,459377,209438,249939,-9504,252911,8.36,302641
2018 Q1,2992353,2469980,522373,117524,404849,-1882,308306,10.19,302641
2018 Q2,1242900,1184455,58445,54642,3803,2935,11078,0.37,332905
2018 Q3,465838,459171,6667,66697,-60030,-2689,-44705,-1.34,332905
