逸達,	6576
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,0,0,0,172437,-172437,1222,-171031,-4.10,665000
2015 Q3,n/a
2015 Q4,0,0,0,332542,-332542,2170,-330586,-6.09,665260
2016 Q1,n/a
2016 Q2,0,0,0,113388,-113388,684,-112924,-1.59,720260
2016 Q3,n/a
2016 Q4,0,0,0,310806,-310806,2583,-308546,-4.31,720314
2017 Q1,n/a
2017 Q2,9444,3199,6245,247832,-241587,-638,-243808,-3.18,800380
2017 Q3,7281,3148,4133,114672,-110539,1094,-110382,-1.38,800380
2017 Q4,23725,8814,14911,457898,-442987,2589,-443486,-5.67,800426
2018 Q1,10640,6190,4450,107932,-103482,886,-103256,-1.29,800484
2018 Q2,7135,2647,4488,153169,-148681,-3405,-152996,-1.90,882134
