中探針,	6217
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,281030,172211,108819,88856,19963,6819,20581,0.43,481104
2013 Q2,237574,149049,88525,82200,6325,24143,28097,0.58,486739
2013 Q3,265650,150479,115171,80517,34654,-5010,22965,0.47,489050
2013 Q4,1071062,634686,436376,341541,94835,28915,97915,2.01,489050
2014 Q1,244505,158183,86322,78399,7923,6890,12836,0.26,490968
2014 Q2,366332,224810,141522,91506,50016,-3559,31594,0.64,504589
2014 Q3,405972,231139,174833,99261,75572,3427,63055,1.25,507069
2014 Q4,1427800,860139,567661,373879,193782,22162,165455,3.30,509648
2015 Q1,385738,233549,152189,100061,52128,-3566,39147,0.75,542885
2015 Q2,397717,244505,153212,106915,46297,-2454,32823,0.60,576902
2015 Q3,467132,282798,184334,118361,65973,35339,81223,1.39,587512
2015 Q4,1770017,1071844,698173,446654,251519,32479,219404,3.90,594452
2016 Q1,357116,227460,129656,112018,17638,-10987,5976,0.10,594452
2016 Q2,444961,288295,156666,125963,30703,7884,34147,0.57,618230
2016 Q3,517587,328102,189485,118840,70645,-13494,41489,0.67,618231
2016 Q4,1883553,1189217,694336,489635,204701,240,159379,2.58,632131
2017 Q1,425155,264448,160707,111185,49522,-25444,18333,0.30,632131
2017 Q2,470736,289517,181219,127985,53234,2900,43146,0.70,638452
