光環,	3234
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,449736,352096,97640,62294,35346,2755,32250,0.35,955016
2013 Q2,486373,379800,106573,59513,47060,3707,47364,0.51,1011827
2013 Q3,480658,425712,54946,63671,-8725,-2007,-10792,-0.11,1011827
2013 Q4,2013769,1648784,364985,248704,116281,884,96676,0.98,1011827
2014 Q1,519571,410613,108958,59595,49363,7047,46579,0.47,1011827
2014 Q2,592195,434698,157497,67612,89885,-4091,70859,0.71,1011382
2014 Q3,563718,420818,142900,73844,69056,8506,65013,0.65,1011382
2014 Q4,2405595,1798111,607484,273948,333536,15261,289779,2.93,1010353
2015 Q1,729050,542642,186408,74625,111783,-1822,94133,0.99,1010353
2015 Q2,960264,694743,265521,193618,71903,6792,75496,0.77,1038719
2015 Q3,1266249,795618,470631,132936,337695,12384,293414,3.00,1038261
2015 Q4,4531541,3082381,1449160,540645,908515,2427,780171,8.04,1038261
2016 Q1,1472010,1013997,457491,146030,311461,-23670,241379,2.46,1038261
2016 Q2,807602,588468,219656,124179,95477,21974,108293,1.14,726783
2016 Q3,820713,703460,117253,131155,-13902,-32054,-35909,-0.34,726097
