鉅明,	8928
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,493023,452796,40227,138232,-98005,9550,-96736,-1.52,635675
2013 Q2,437648,353390,84258,70667,13591,-2839,1510,0.02,635675
2013 Q3,509301,421424,87877,47871,40006,-1084,31779,0.50,635675
2013 Q4,2066047,1690153,375894,341331,34563,22049,13160,0.21,635675
2014 Q1,535539,418038,117501,45342,72159,5718,77424,1.22,635675
2014 Q2,586720,454048,132672,41797,90875,-19627,66461,1.31,508540
2014 Q3,221732,214465,7267,43185,-35918,4676,-35711,-0.70,508540
2014 Q4,2168427,1740686,427741,205268,222473,4627,216160,4.25,508540
2015 Q1,676461,506379,170082,47311,122771,-3586,112957,2.22,508540
2015 Q2,312433,262150,50283,38221,12062,-3318,6254,0.12,508540
