泰茂,	2230
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,97061,77018,20043,16536,3501,2574,5116,0.17,306173
2013 Q2,92746,72825,19921,18584,1334,-109,1070,0.03,346173
2013 Q3,88433,69761,18672,13647,5025,-1550,2948,0.09,346173
2013 Q4,356298,281660,74638,59400,15229,1313,13903,0.42,346173
2014 Q1,85174,66182,18992,17189,1849,1745,3039,0.08,396173
2014 Q2,89032,68694,20338,14960,5382,-760,3893,0.10,396173
2014 Q3,87524,69703,17821,17852,172,2188,2065,0.05,396173
2014 Q4,359676,276979,82697,65660,17819,13738,26971,0.70,396173
2015 Q1,93526,70688,22838,15878,6858,-1774,4254,0.11,396173
2015 Q2,92810,74348,18462,15021,3441,-3412,86,0.00,396173
2015 Q3,90958,73221,17737,16821,916,13332,11668,0.29,396173
2015 Q4,362473,285669,76804,67140,9496,9952,16632,0.42,396173
2016 Q1,99355,79107,20248,15928,4320,-2806,1518,0.01,396173
2016 Q2,114863,95431,19432,26457,-7006,284,-5362,-0.19,396173
2016 Q3,118173,95582,22591,16962,5629,-2015,2372,0.01,396173
2016 Q4,467579,374540,93039,78430,14628,-2270,8963,0.02,396173
2017 Q1,117831,95474,22357,20694,1663,-12869,-11238,-0.30,396173
2017 Q2,134461,104416,30045,26591,3454,-178,-913,-0.02,396173
2017 Q3,139110,118613,20497,25358,-4861,-2429,-4441,-0.11,396173
2017 Q4,551138,447312,103826,96452,7119,-21999,-16814,-0.44,396173
2018 Q1,129601,113430,16171,22165,-5994,-6143,-9616,-0.24,396173
