良維,	6290
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1450252,1277767,172485,148945,23540,45508,57189,0.47,1224674
2013 Q2,1645115,1432130,212985,162658,50327,-1395,36270,0.30,1224674
2013 Q3,1721485,1456669,264816,166092,98724,-23553,39431,0.33,1225304
2013 Q4,6739628,5772444,967184,645452,321732,60706,274382,2.25,1225304
2014 Q1,1727791,1449765,278026,199153,78873,31078,92212,0.75,1248783
2014 Q2,1860640,1624674,235966,206004,29962,9995,22624,0.18,1330599
2014 Q3,1842978,1566135,276843,185124,91719,-4515,73785,0.55,1343386
2014 Q4,7335065,6206670,1128395,772674,355721,112100,368835,2.85,1347700
2015 Q1,1708650,1517545,191105,167008,24097,8611,26822,0.20,1348815
2015 Q2,1620458,1472076,148382,167244,-18862,16598,-18065,-0.13,1348815
2015 Q3,1856634,1594666,261968,181011,80957,54652,105503,0.78,1348815
2015 Q4,7370129,6404475,965654,693192,272462,101208,296598,2.22,1301915
2016 Q1,1830771,1512376,318395,167053,151342,7844,132116,1.02,1302037
2016 Q2,1688766,1509715,179051,156531,22520,26201,45580,0.33,1310568
2016 Q3,1589309,1406676,182633,160294,22339,78408,87715,0.66,1310568
2016 Q4,6754571,5785282,969289,659057,310232,180292,406903,3.09,1310568
2017 Q1,1413522,1226876,186646,150972,35674,-9394,16403,0.12,1310568
2017 Q2,1579738,1376810,202928,153518,49410,36742,67489,0.52,1319268
2017 Q3,1653296,1453072,200224,167910,32314,38762,56070,0.42,1335282
2017 Q4,6307551,5487685,819866,636854,251306,49248,226943,1.71,1366242
2018 Q1,1941848,1744576,197272,170329,38731,-39,19075,0.13,1421258
2018 Q2,1719522,1551884,167638,168817,43855,42019,67204,0.47,1421543
2018 Q3,1741000,1624662,116338,157581,-25266,-19135,-18437,-0.13,1407221
