友威科,	3580
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,116261,127288,-11027,46188,-57215,-3183,-57368,-1.28,447067
2013 Q2,165872,157395,8477,37110,-28633,-13011,-39726,-0.89,447067
2013 Q3,143452,137208,6244,41281,-35037,-2544,-36781,-0.81,477067
2013 Q4,574949,552250,22699,161019,-138320,-108702,-239169,-5.21,477067
2014 Q1,112455,109464,2991,40238,-37247,-5456,-40072,-0.84,507067
2014 Q2,112412,93914,18498,40122,-21624,-53574,-74966,-1.48,507067
2014 Q3,140811,105934,34877,47542,-12665,-1728,-14727,-0.29,507067
2014 Q4,575832,470998,104834,154891,-50057,-65430,-114471,-2.29,507067
2015 Q1,110971,93265,17706,41695,-23989,-1923,-25801,-0.51,507067
2015 Q2,116025,92687,23338,48387,-25049,-16196,-41445,-0.82,507067
2015 Q3,121715,90231,31484,40198,-8714,-1077,-10370,-0.19,557067
2015 Q4,470238,369175,101063,170198,-69135,-19198,-89732,-1.70,557067
2016 Q1,125959,110912,15047,38299,-23252,-533,-23850,-0.43,564267
2016 Q2,115337,106976,8361,36548,-28187,546,-27103,-0.48,565767
2016 Q3,141629,97578,44051,38425,5626,3387,8017,0.14,567267
2016 Q4,543946,430081,113865,153297,-39432,7170,-37291,-0.66,620467
2017 Q1,91490,64642,26848,32867,-6019,-3542,-9595,-0.15,634707
2017 Q2,298028,195299,102729,54972,47757,-11183,26296,0.41,656807
2017 Q3,515864,334958,180906,40193,140713,8295,122107,3.45,354707
2017 Q4,1155854,759480,396374,153461,242913,-11601,184024,5.29,354707
2018 Q1,100923,80580,20343,36867,-16524,-9779,-18840,-0.53,354707
2018 Q2,291968,207128,84840,38428,46412,32799,72546,2.05,354707
