瑞耘,	6532
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,169152,114135,55017,27791,27226,397,28429,1.02,287267
2015 Q3,n/a
2015 Q4,321390,225219,96171,52083,44088,15797,55786,1.97,287267
2016 Q1,66242,44745,21497,14992,6505,-425,5767,0.20,287267
2016 Q2,62415,44503,17912,12481,5431,350,2892,0.10,287267
2016 Q3,79292,52329,26963,13840,13123,-2323,8964,0.31,316267
2016 Q4,293215,201272,91943,52955,38988,2531,33255,1.14,316267
2017 Q1,66375,45987,20388,10827,9561,-6133,2845,0.09,316267
2017 Q2,91738,58165,33573,13951,19622,1121,17073,0.54,316267
2017 Q3,102232,63743,38489,13407,25082,-34,20782,0.66,316267
2017 Q4,365130,236453,128677,50927,77750,-7735,57961,1.84,316267
2018 Q1,119897,75445,44452,14706,29746,-4342,21839,0.69,316267
2018 Q2,119794,72881,46913,14031,32882,11145,33542,1.06,316267
