立衛,	5344
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,33175,34355,-1180,6352,-7532,1636,-5896,-0.07,794474
2013 Q2,40405,37561,2844,6813,-3969,2394,-1575,-0.02,794474
2013 Q3,38874,39309,-435,7356,-7791,1793,-5998,-0.08,794474
2013 Q4,154002,150415,3587,29750,-26163,9260,-16903,-0.21,794474
2014 Q1,34771,40426,-5655,9342,-14997,852,-14145,-0.18,794474
2014 Q2,38403,41222,-2819,7900,-10719,1238,-9481,-0.12,794474
2014 Q3,36650,45517,-8867,8605,-17472,965,-16507,-0.21,794474
2014 Q4,141868,192266,-50398,45683,-96081,2465,-93616,-1.18,794474
2015 Q1,32252,37457,-5205,4844,-10049,1941,-8108,-0.10,794474
2015 Q2,31315,48616,-17301,8266,-25567,2092,-23475,-0.30,794474
2015 Q3,32118,45935,-13817,7873,-21690,1838,-19852,-0.25,794474
2015 Q4,132461,185633,-53172,32083,-85255,7138,-78117,-0.98,794474
2016 Q1,35691,41129,-5438,6812,-12250,12696,446,0.01,794474
