弘帆,	8433
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,535371,426327,109044,67244,41800,11709,40784,0.62,657220
2013 Q2,656777,525145,131632,68009,63623,8869,58774,0.89,657220
2013 Q3,631102,503756,127346,68536,58810,1238,49190,0.81,525776
2013 Q4,2386479,1903540,482939,275694,207245,24275,184816,3.03,525776
2014 Q1,495088,383897,111191,69706,41485,10739,41043,0.78,525776
2014 Q2,454623,358507,96116,65851,30265,18010,40970,0.78,525776
2014 Q3,546359,422810,123549,57134,66415,9183,66522,1.27,525776
2014 Q4,2058555,1603433,455122,263477,191645,57736,210655,4.01,525776
2015 Q1,561076,430433,130643,63165,67478,-1674,62939,1.21,525776
2015 Q2,628200,478717,149483,63225,86258,-5402,75464,1.44,525776
2015 Q3,619278,462202,157076,63311,93765,36407,113317,2.15,525776
2015 Q4,2536504,1920825,615679,250831,364848,31495,355207,6.75,525776
2016 Q1,657757,499298,158459,59101,99358,-3041,86753,1.64,525776
2016 Q2,672866,518060,154806,63014,91792,12959,94390,1.80,525776
2016 Q3,765626,591703,173923,76449,97474,-12280,82049,1.57,525776
2016 Q4,2899105,2233693,665412,279679,385733,22798,374157,7.11,525776
2017 Q1,633135,485164,147971,69223,78748,-22667,55564,1.01,525776
2017 Q2,769375,595091,174284,81030,93254,9089,92747,1.80,525776
2017 Q3,814793,634424,180369,84473,95896,7689,104586,2.01,525776
