耀勝,	3207
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,230628,214995,15633,39309,-23676,-205,-19852,-0.51,382593
2013 Q2,284230,258297,25933,41960,-16027,-4056,-17090,-0.44,382593
2013 Q3,273190,249580,23610,43183,-19573,-2563,-22139,-0.57,382593
2013 Q4,1065157,971259,93898,167698,-73800,-5207,-71659,-1.86,382593
2014 Q1,249647,233462,16185,39453,-23268,-833,-22237,-0.58,382593
2014 Q2,294243,261066,33177,42608,-9431,4154,-7813,-0.21,382593
2014 Q3,317564,277602,39962,38389,1573,571,547,0.03,382593
2014 Q4,1146239,1028127,118112,161095,-42983,1541,-42846,-1.10,382593
2015 Q1,216500,209581,6919,39478,-32559,4530,-27963,-0.73,382593
2015 Q2,234854,214695,20159,39147,-18988,2058,-16796,-0.43,382593
2015 Q3,281236,253407,27829,41280,-13451,7162,-7079,-0.16,382593
2015 Q4,1003471,912972,90499,159462,-68963,15127,-74173,-1.90,382593
2016 Q1,244074,212516,31558,37853,-6295,5182,864,0.02,382593
2016 Q2,294429,248724,45705,44218,1487,8305,4818,0.14,382593
2016 Q3,320075,269935,50140,43251,6889,329,5525,0.15,382593
2016 Q4,1101926,953445,148481,169276,-20795,37053,8253,0.26,382593
2017 Q1,209894,189366,20528,38066,-17538,-10404,-27497,-0.71,382593
2017 Q2,235837,215604,20233,37814,-17581,-2857,-21665,-0.55,382593
2017 Q3,246955,228229,18726,39152,-20426,-1222,-22085,-0.57,382593
2017 Q4,913108,851809,61299,164248,-102949,-18789,-122470,-3.09,382593
