福華,	8085
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1165740,1128790,36950,91333,-54383,7057,-40016,-0.22,1572572
2013 Q2,1331183,1307576,23607,118713,-95106,-10630,-95840,-0.65,1572572
2013 Q3,1165145,1124634,40511,92916,-52405,-12062,-85905,-0.57,1572572
2013 Q4,4647327,4515729,131598,399380,-267782,-20807,-314229,-2.05,1572572
2014 Q1,477270,452380,24890,47612,-22722,30558,3419,0.02,1572572
2014 Q2,631359,595127,36232,59774,-23542,53739,27929,0.18,1572572
2014 Q3,585052,602084,-17032,56198,-73230,129436,4728,0.03,1572572
2014 Q4,2177541,2103902,73639,214703,-141064,219054,10779,0.07,1572572
2015 Q1,455053,416493,38560,56339,-17779,3609,-18550,-0.12,1572572
2015 Q2,461731,433173,28558,72919,-44361,-13289,-64212,-0.41,1572572
2015 Q3,470628,446938,23690,63635,-39945,29364,-27550,-0.18,1572572
2015 Q4,1813411,1699288,114123,252696,-138573,-1796,-184971,-1.18,1572572
2016 Q1,337750,329466,8284,40475,-32191,-13383,-56979,-0.36,1572572
2016 Q2,402520,369123,33397,49193,-15796,8584,-19204,-0.12,1572572
2016 Q3,380128,439183,-59055,52325,-111380,352839,213228,1.36,1572572
2016 Q4,1431748,1452671,-20923,203406,-224329,397337,97647,0.62,1572572
2017 Q1,291237,277760,13477,38826,-25349,-4520,-29461,-0.19,1572572
2017 Q2,371224,328458,42766,42083,683,8652,-894,0.00,1572572
2017 Q3,340463,315583,24880,39990,-15110,38898,17317,0.11,1572572
2017 Q4,1361041,1259999,101042,165205,-64163,81163,6595,0.04,1572572
